Time,EngineSpeed,ShipTrim,ShipDraft,WindSpeed,WindDirection,WaterSpeed,FuelConsumptionRate,ShipSpeed,Latitude,Longitude
1900-01-01 00:00:06,47,1.76,8.2,6.4167,28,-0.048,0.3006,4.9139,28.4,123.25
1900-01-01 00:00:18,46,1.68,8.22,6.4722,27,0.052,0.2949,4.9139,28.4,123.25
1900-01-01 00:00:28,46,1.92,8.11,6.75,28,0.061,0.2938,4.9186,28.4,123.25
1900-01-01 00:00:38,47,2.25,8.025,6.7222,26,0.161,0.2969,4.9186,28.4,123.25
1900-01-01 00:00:50,46,2.2,8.02,7.0556,27,0.061,0.2919,4.9186,28.4,123.25
1900-01-01 00:01:00,46,2.14,8.06,6.7778,27,0.066,0.2942,4.9211,28.4,123.25
1900-01-01 00:01:10,46,1.77,8.125,6.7778,27,0.082,0.2969,4.9294,28.4,123.25
1900-01-01 00:01:20,46,1.9,8.16,6.9167,28,0.071,0.2903,4.9237,28.4,123.25
1900-01-01 00:01:32,46,2.13,8.055,6.6944,30,0.071,0.2979,4.9237,28.4,123.25
1900-01-01 00:01:42,46,2.06,8.13,6.6389,28,0.071,0.285,4.9237,28.4,123.25
1900-01-01 00:01:52,46,2.23,8.015,6.4167,28,0.063,0.2951,4.9196,28.4,123.25
1900-01-01 00:02:04,46,2.19,8.055,6.25,30,-0.027,0.2889,4.9247,28.4,123.25
1900-01-01 00:02:14,46,2.03,8.115,6.4722,27,0.073,0.2944,4.9247,28.4,123.25
1900-01-01 00:02:24,47,2.19,8.065,6.6667,30,0.074,0.2884,4.9252,28.41,123.25
1900-01-01 00:02:36,45,2.29,7.905,6.75,30,0.074,0.2892,4.9252,28.41,123.25
1900-01-01 00:02:46,46,2.8,7.87,6.6111,30,-0.026,0.2979,4.9252,28.41,123.25
1900-01-01 00:02:56,46,2.16,8.02,6.7222,27,-0.026,0.2952,4.9252,28.41,123.25
1900-01-01 00:03:09,47,2.47,8.005,7.0833,28,0.082,0.2898,4.9294,28.41,123.25
1900-01-01 00:03:19,46,2.43,8.005,6.9444,30,-0.018,0.2898,4.9294,28.41,123.25
1900-01-01 00:03:29,46,1.93,8.105,6.8889,27,-0.031,0.2939,4.9227,28.41,123.25
1900-01-01 00:03:39,47,1.97,8.085,6.6944,27,-0.031,0.295,4.9227,28.41,123.25
1900-01-01 00:03:51,47,2.03,8.105,6.3889,26,-0.025,0.2983,4.9258,28.41,123.25
1900-01-01 00:04:01,46,2.11,8.155,6.75,27,0.075,0.2916,4.9258,28.41,123.25
1900-01-01 00:04:11,46,2.28,8.04,6.6944,26,0.077,0.2996,4.9268,28.41,123.25
1900-01-01 00:04:23,46,1.76,8.22,6.75,27,-0.023,0.2872,4.9268,28.41,123.25
1900-01-01 00:04:33,46,2.29,8.045,6.6667,27,-0.023,0.2833,4.9268,28.41,123.25
1900-01-01 00:04:43,46,1.68,8.23,6.6111,27,-0.036,0.2916,4.9201,28.41,123.25
1900-01-01 00:04:55,47,2.0,8.07,6.6667,26,-0.036,0.2931,4.9201,28.41,123.25
1900-01-01 00:05:05,46,2.04,8.16,6.5833,27,0.064,0.299,4.9201,28.41,123.25
1900-01-01 00:05:15,46,2.14,8.13,6.75,26,0.048,0.2945,4.9119,28.41,123.25
1900-01-01 00:05:25,47,2.19,8.055,6.6667,27,-0.041,0.29,4.9175,28.41,123.25
1900-01-01 00:05:37,46,1.91,8.185,6.8611,27,-0.058,0.2812,4.9088,28.41,123.25
1900-01-01 00:05:47,46,2.26,7.99,6.9722,26,-0.058,0.2876,4.9088,28.41,123.25
1900-01-01 00:05:57,47,2.05,8.135,6.75,28,-0.059,0.2942,4.9083,28.41,123.25
1900-01-01 00:06:09,47,1.92,8.16,7.1389,27,-0.077,0.2846,4.899,28.41,123.25
1900-01-01 00:06:19,47,2.13,8.085,6.7778,21,-0.07,0.2932,4.9026,28.41,123.25
1900-01-01 00:06:29,46,1.91,8.095,6.6667,28,-0.07,0.2929,4.9026,28.41,123.25
1900-01-01 00:06:41,46,2.13,7.975,6.6111,27,-0.07,0.2873,4.9026,28.41,123.25
1900-01-01 00:06:51,46,2.02,8.12,6.75,27,-0.07,0.294,4.9026,28.41,123.25
1900-01-01 00:07:01,46,2.09,8.165,6.7222,27,-0.095,0.2921,4.8898,28.41,123.25
1900-01-01 00:07:11,46,2.05,8.085,6.7222,27,-0.095,0.2891,4.8898,28.41,123.25
1900-01-01 00:07:23,46,2.3,7.97,6.6944,28,-0.108,0.2943,4.8831,28.41,123.25
1900-01-01 00:07:33,47,2.22,8.07,6.5278,26,-0.108,0.2965,4.8831,28.41,123.25
1900-01-01 00:07:43,47,2.19,8.155,6.6667,24,-0.09,0.2935,4.8923,28.41,123.25
1900-01-01 00:07:55,47,2.2,8.14,6.8611,27,-0.113,0.2956,4.8805,28.41,123.25
1900-01-01 00:08:05,46,2.46,8.06,6.9167,26,-0.113,0.2934,4.8805,28.41,123.25
1900-01-01 00:08:15,46,2.25,8.125,6.6944,26,-0.121,0.2953,4.8764,28.41,123.25
1900-01-01 00:08:27,47,2.38,8.08,6.4167,26,-0.12,0.2926,4.8769,28.41,123.25
1900-01-01 00:08:37,46,1.99,8.155,6.8611,27,-0.117,0.2902,4.8784,28.42,123.25
1900-01-01 00:08:47,46,2.23,8.025,6.75,27,-0.017,0.2958,4.8784,28.42,123.25
1900-01-01 00:08:59,46,2.14,8.06,6.5278,23,-0.017,0.2937,4.8784,28.42,123.25
1900-01-01 00:09:09,46,2.07,8.105,6.4722,26,-0.125,0.2954,4.8743,28.42,123.25
1900-01-01 00:09:19,47,2.16,8.06,6.5278,24,-0.125,0.2985,4.8743,28.42,123.25
1900-01-01 00:09:29,46,2.07,8.115,6.6667,24,-0.022,0.2914,4.8759,28.42,123.25
1900-01-01 00:09:41,47,2.42,7.99,6.8333,28,-0.032,0.2899,4.8707,28.42,123.25
1900-01-01 00:09:51,47,2.5,7.97,6.6111,27,-0.017,0.2885,4.8784,28.42,123.25
1900-01-01 00:10:01,46,2.29,7.945,6.6389,30,-0.017,0.2591,4.8784,28.42,123.25
1900-01-01 00:10:13,46,2.18,8.08,6.6389,33,0.01,0.2542,4.8409,28.42,123.25
1900-01-01 00:10:23,46,2.23,8.085,6.5278,31,0.004,0.26,4.8378,28.42,123.25
1900-01-01 00:10:33,46,2.43,8.015,6.5833,35,-0.074,0.2652,4.7977,28.42,123.25
1900-01-01 00:10:45,46,2.13,8.025,6.4722,37,-0.074,0.2748,4.7977,28.42,123.25
1900-01-01 00:10:55,46,1.87,8.105,6.3056,35,-0.148,0.2819,4.7596,28.42,123.25
1900-01-01 00:11:05,47,1.78,8.2,6.1389,33,-0.078,0.2999,4.7442,28.42,123.25
1900-01-01 00:11:15,46,2.23,8.035,6.2778,33,-0.078,0.3026,4.7442,28.42,123.25
1900-01-01 00:11:27,46,2.52,7.93,6.1944,30,-0.035,0.2985,4.7663,28.42,123.25
1900-01-01 00:11:37,46,2.42,8.05,6.3056,34,-0.14,0.2922,4.7637,28.42,123.25
1900-01-01 00:11:47,46,2.42,8.03,6.3889,34,-0.123,0.2932,4.7725,28.42,123.25
1900-01-01 00:11:59,46,2.3,7.96,6.5278,31,-0.123,0.2862,4.7725,28.42,123.25
1900-01-01 00:12:09,46,2.18,8.0,6.4167,33,-0.131,0.2941,4.7683,28.42,123.25
1900-01-01 00:12:19,47,2.28,8.08,6.3611,35,-0.131,0.2938,4.7683,28.42,123.25
1900-01-01 00:12:32,46,2.3,8.07,6.2778,35,-0.084,0.2957,4.7925,28.42,123.25
1900-01-01 00:12:42,46,2.39,7.975,6.25,28,-0.184,0.2943,4.7925,28.42,123.25
1900-01-01 00:12:52,46,1.95,8.045,6.3889,35,-0.18,0.2964,4.7946,28.42,123.25
1900-01-01 00:13:02,46,2.09,8.045,6.3333,34,-0.168,0.2971,4.8008,28.42,123.25
1900-01-01 00:13:14,46,1.99,8.145,6.25,34,-0.068,0.2899,4.8008,28.42,123.25
1900-01-01 00:13:24,46,2.41,7.995,6.3611,31,-0.046,0.2861,4.8121,28.42,123.25
1900-01-01 00:13:34,46,2.2,8.12,6.3889,34,-0.143,0.2901,4.8136,28.42,123.25
1900-01-01 00:13:46,46,1.91,8.105,6.25,33,-0.126,0.2994,4.8224,28.42,123.25
1900-01-01 00:13:56,47,1.97,8.155,6.2778,30,-0.126,0.2955,4.8224,28.42,123.25
1900-01-01 00:14:06,47,2.35,7.995,6.1667,31,-0.12,0.2955,4.8254,28.42,123.25
1900-01-01 00:14:18,46,2.42,8.0,6.4167,34,-0.095,0.2924,4.8383,28.42,123.25
1900-01-01 00:14:28,46,2.36,7.99,6.2778,33,-0.21,0.2985,4.8306,28.42,123.25
1900-01-01 00:14:38,47,2.02,8.11,6.3611,33,-0.21,0.2895,4.8306,28.42,123.25
1900-01-01 00:14:50,46,2.24,8.09,6.2778,30,-0.197,0.2951,4.8373,28.42,123.25
1900-01-01 00:15:00,46,2.34,8.07,6.25,33,-0.067,0.2958,4.8527,28.42,123.25
1900-01-01 00:15:10,47,2.33,7.995,6.3333,33,-0.067,0.2944,4.8527,28.42,123.25
1900-01-01 00:15:20,47,2.16,8.08,6.2778,30,-0.083,0.2983,4.8445,28.42,123.25
1900-01-01 00:15:32,47,2.2,8.07,6.2778,35,-0.071,0.2926,4.8507,28.43,123.25
1900-01-01 00:15:42,46,2.3,8.02,6.1944,30,-0.063,0.2928,4.8548,28.43,123.25
1900-01-01 00:15:52,46,2.01,8.145,6.4444,34,-0.038,0.288,4.8676,28.43,123.25
1900-01-01 00:16:04,47,2.02,8.12,6.2222,34,-0.048,0.2885,4.8625,28.43,123.24
1900-01-01 00:16:14,47,2.69,7.965,6.4444,30,-0.046,0.2946,4.8635,28.43,123.24
1900-01-01 00:16:24,46,2.47,8.075,6.1667,30,-0.127,0.2871,4.8733,28.43,123.24
1900-01-01 00:16:36,46,2.42,7.99,6.2222,30,-0.124,0.2934,4.8748,28.43,123.24
1900-01-01 00:16:46,46,1.99,8.065,6.3333,30,-0.124,0.294,4.8748,28.43,123.24
1900-01-01 00:16:56,46,1.91,8.095,6.3333,30,-0.024,0.2901,4.8748,28.43,123.24
1900-01-01 00:17:06,46,2.28,8.1,6.3611,30,-0.045,0.294,4.864,28.43,123.24
1900-01-01 00:17:18,46,2.29,8.065,6.3611,30,-0.12,0.2921,4.8769,28.43,123.24
1900-01-01 00:17:28,46,2.61,7.925,6.4722,30,-0.12,0.2892,4.8769,28.43,123.24
1900-01-01 00:17:38,46,1.64,8.17,6.3056,28,-0.125,0.2906,4.8743,28.43,123.24
1900-01-01 00:17:50,46,2.0,8.07,6.4722,27,-0.029,0.297,4.8723,28.43,123.24
1900-01-01 00:18:00,47,2.22,8.12,6.5556,33,-0.138,0.2937,4.8676,28.43,123.24
1900-01-01 00:18:10,47,1.85,8.245,6.4444,30,-0.018,0.2927,4.8779,28.43,123.24
1900-01-01 00:18:22,47,1.83,8.215,6.1111,33,-0.1,0.2887,4.8872,28.43,123.24
1900-01-01 00:18:32,46,2.07,8.055,6.0556,33,0.002,0.2941,4.8882,28.43,123.24
1900-01-01 00:18:42,47,2.1,8.09,6.0278,30,-0.002,0.2988,4.8862,28.43,123.24
1900-01-01 00:18:52,47,2.02,8.12,6.0833,31,0.014,0.2964,4.8944,28.43,123.24
1900-01-01 00:19:04,46,2.06,8.1,6.1667,30,0.014,0.2999,4.8944,28.43,123.24
1900-01-01 00:19:14,46,2.31,8.015,6.1389,30,0.034,0.2975,4.9047,28.43,123.24
1900-01-01 00:19:24,47,2.27,8.055,6.3889,30,0.007,0.2941,4.8908,28.43,123.24
1900-01-01 00:19:36,47,2.02,8.14,6.3333,28,0.038,0.297,4.9067,28.43,123.24
1900-01-01 00:19:46,46,2.08,8.07,6.3611,31,0.038,0.2909,4.9067,28.43,123.24
1900-01-01 00:19:56,46,2.2,8.09,6.2222,31,0.042,0.2899,4.9088,28.43,123.24
1900-01-01 00:20:08,46,2.06,8.13,6.0,33,-0.062,0.3021,4.9067,28.43,123.24
1900-01-01 00:20:18,46,2.41,8.055,6.0278,33,0.046,0.2954,4.9108,28.43,123.24
1900-01-01 00:20:28,46,2.55,7.845,6.1944,31,-0.039,0.2921,4.9186,28.43,123.24
1900-01-01 00:20:40,46,2.51,7.945,6.2222,34,0.061,0.294,4.9186,28.43,123.24
1900-01-01 00:20:50,46,2.13,8.115,6.25,34,0.061,0.2936,4.9186,28.43,123.24
1900-01-01 00:21:00,46,2.3,8.01,6.25,33,-0.039,0.2927,4.9186,28.43,123.24
1900-01-01 00:21:10,46,2.17,8.025,6.0833,31,-0.03,0.2938,4.9232,28.43,123.24
1900-01-01 00:21:23,46,2.3,8.08,6.1111,31,-0.03,0.2913,4.9232,28.43,123.24
1900-01-01 00:21:33,47,2.01,8.085,6.2222,33,0.07,0.2939,4.9232,28.43,123.24
1900-01-01 00:21:43,47,2.07,8.095,6.1111,30,-0.03,0.2892,4.9232,28.43,123.24
1900-01-01 00:21:55,47,1.98,8.17,6.0278,30,-0.03,0.294,4.9232,28.43,123.24
1900-01-01 00:22:05,46,1.72,8.25,6.0278,34,-0.01,0.2932,4.9335,28.44,123.24
1900-01-01 00:22:15,46,2.3,8.07,6.0833,33,-0.015,0.2902,4.9309,28.44,123.24
1900-01-01 00:22:27,46,2.18,8.06,6.0833,30,0.012,0.293,4.9448,28.44,123.24
1900-01-01 00:22:37,46,1.74,8.12,6.1389,34,0.012,0.2987,4.9448,28.44,123.24
1900-01-01 00:22:47,47,1.88,8.19,6.2222,34,-0.008,0.2961,4.9345,28.44,123.24
1900-01-01 00:22:57,47,1.99,8.185,6.1944,33,0.112,0.2954,4.9448,28.44,123.24
1900-01-01 00:23:09,47,1.95,8.105,6.2222,34,0.012,0.2908,4.9448,28.44,123.24
1900-01-01 00:23:19,46,2.09,8.095,6.0556,34,0.004,0.2914,4.9407,28.44,123.24
1900-01-01 00:23:29,46,2.01,8.135,5.8056,31,0.004,0.2893,4.9407,28.44,123.24
1900-01-01 00:23:41,46,2.23,8.105,5.9444,38,0.004,0.2951,4.9407,28.44,123.24
1900-01-01 00:23:51,47,2.47,8.035,5.8889,31,0.004,0.2886,4.9407,28.44,123.24
1900-01-01 00:24:01,46,1.88,8.12,6.0833,35,-0.092,0.2912,4.9427,28.44,123.24
1900-01-01 00:24:13,46,2.07,8.105,6.1944,34,-0.09,0.2898,4.9438,28.44,123.24
1900-01-01 00:24:23,46,2.0,8.16,5.9444,34,-0.06,0.2906,4.9592,28.44,123.24
1900-01-01 00:24:33,46,2.73,7.895,5.9167,34,0.04,0.2946,4.9592,28.44,123.24
1900-01-01 00:24:43,46,1.81,8.055,5.8611,37,-0.06,0.2869,4.9592,28.44,123.24
1900-01-01 00:24:55,47,2.03,8.145,5.8889,35,0.04,0.2855,4.9592,28.44,123.24
1900-01-01 00:25:05,47,1.74,8.15,5.8333,34,0.04,0.2888,4.9592,28.44,123.24
1900-01-01 00:25:15,47,2.15,8.065,5.8333,35,-0.06,0.2935,4.9592,28.44,123.24
1900-01-01 00:25:27,47,2.17,8.055,5.9722,35,-0.062,0.2868,4.9582,28.44,123.24
1900-01-01 00:25:37,47,2.5,7.96,6.0833,34,-0.079,0.2866,4.9494,28.44,123.24
1900-01-01 00:25:47,46,2.0,8.02,5.9444,33,-0.063,0.2837,4.9577,28.44,123.24
1900-01-01 00:25:59,47,2.13,8.075,6.0556,35,-0.063,0.2918,4.9577,28.44,123.24
1900-01-01 00:26:09,46,2.21,8.035,6.1667,34,-0.063,0.2873,4.9577,28.44,123.24
1900-01-01 00:26:19,46,2.1,8.08,5.8333,35,0.022,0.2873,4.9499,28.44,123.24
1900-01-01 00:26:31,46,2.03,8.025,6.0,34,0.04,0.2871,4.9592,28.44,123.24
1900-01-01 00:26:41,46,2.18,8.07,6.1111,35,0.041,0.2848,4.9597,28.44,123.24
1900-01-01 00:26:51,46,2.13,8.025,6.0556,35,-0.059,0.2868,4.9597,28.44,123.24
1900-01-01 00:27:01,47,2.26,8.01,6.0,35,0.03,0.285,4.9541,28.44,123.24
1900-01-01 00:27:13,46,1.84,8.16,6.2222,34,0.036,0.2863,4.9571,28.44,123.24
1900-01-01 00:27:23,46,2.11,8.025,6.2778,37,0.036,0.2878,4.9571,28.44,123.24
1900-01-01 00:27:33,46,1.93,8.095,6.1111,34,-0.071,0.2878,4.9535,28.44,123.24
1900-01-01 00:27:45,46,2.1,8.11,6.0,34,0.029,0.2911,4.9535,28.44,123.24
1900-01-01 00:27:55,47,1.79,8.115,6.0,35,0.029,0.2864,4.9535,28.44,123.24
1900-01-01 00:28:05,47,1.69,8.155,6.2222,33,0.039,0.2884,4.9587,28.44,123.24
1900-01-01 00:28:17,46,2.19,7.995,6.3056,34,-0.061,0.2842,4.9587,28.44,123.24
1900-01-01 00:28:27,46,1.89,8.105,6.1389,35,-0.061,0.2876,4.9587,28.44,123.24
1900-01-01 00:28:37,47,2.1,8.08,6.1944,34,-0.083,0.2851,4.9474,28.45,123.24
1900-01-01 00:28:47,46,2.08,8.04,6.3611,33,-0.083,0.2874,4.9474,28.45,123.24
1900-01-01 00:28:59,46,1.8,8.14,6.4167,35,-0.1,0.2866,4.9386,28.45,123.24
1900-01-01 00:29:09,47,2.15,8.035,6.3611,34,-0.1,0.2916,4.9386,28.45,123.24
1900-01-01 00:29:19,46,1.89,8.165,6.3611,34,-0.1,0.2897,4.9386,28.45,123.24
1900-01-01 00:29:31,47,1.92,8.16,6.3333,30,-0.101,0.2877,4.9381,28.45,123.24
1900-01-01 00:29:41,46,2.19,8.035,6.3333,34,0.015,0.2857,4.9463,28.45,123.24
1900-01-01 00:29:51,47,1.97,8.115,6.2778,34,0.015,0.2878,4.9463,28.45,123.24
1900-01-01 00:30:03,47,2.19,8.145,6.3611,37,0.005,0.286,4.9412,28.45,123.24
1900-01-01 00:30:13,46,2.24,8.07,6.2778,31,0.002,0.2866,4.9397,28.45,123.24
1900-01-01 00:30:23,47,1.94,8.08,6.25,35,-0.135,0.2933,4.9206,28.45,123.24
1900-01-01 00:30:33,47,2.13,8.135,6.4722,35,-0.035,0.288,4.9206,28.45,123.24
1900-01-01 00:30:46,46,2.05,8.165,6.4444,35,-0.035,0.2931,4.9206,28.45,123.24
1900-01-01 00:30:56,46,2.14,8.07,6.4167,35,-0.018,0.2917,4.9294,28.45,123.24
1900-01-01 00:31:06,47,1.77,8.135,6.3611,38,-0.018,0.2866,4.9294,28.45,123.24
1900-01-01 00:31:18,46,2.35,7.925,6.1944,34,-0.018,0.2909,4.9294,28.45,123.24
1900-01-01 00:31:28,46,1.95,8.095,6.4722,35,-0.018,0.2874,4.9294,28.45,123.24
1900-01-01 00:31:38,47,1.95,8.185,6.6667,35,-0.022,0.2841,4.9273,28.45,123.24
1900-01-01 00:31:50,46,2.32,8.03,6.3889,40,-0.022,0.2876,4.9273,28.45,123.24
1900-01-01 00:32:00,46,1.9,8.08,6.3056,38,-0.122,0.2927,4.9273,28.45,123.24
1900-01-01 00:32:10,47,1.71,8.175,6.3056,37,-0.118,0.2883,4.9294,28.45,123.24
1900-01-01 00:32:22,47,2.1,8.2,6.3056,35,-0.005,0.29,4.9361,28.45,123.23
1900-01-01 00:32:32,46,2.22,8.02,6.4444,40,-0.008,0.2896,4.9345,28.45,123.23
1900-01-01 00:32:42,46,2.01,8.085,6.25,37,-0.008,0.2913,4.9345,28.45,123.23
1900-01-01 00:32:52,46,1.83,8.175,6.3333,37,-0.009,0.2877,4.934,28.45,123.23
1900-01-01 00:33:04,46,2.58,7.91,6.3889,34,-0.033,0.2846,4.9216,28.45,123.23
1900-01-01 00:33:14,47,2.42,8.0,6.5833,38,-0.119,0.2962,4.9288,28.45,123.23
1900-01-01 00:33:24,46,1.92,8.18,6.6111,38,-0.019,0.2919,4.9288,28.45,123.23
1900-01-01 00:33:36,46,2.25,8.055,6.4167,40,-0.016,0.2876,4.9304,28.45,123.23
1900-01-01 00:33:46,45,1.99,8.115,6.3889,40,-0.025,0.2895,4.9258,28.45,123.23
1900-01-01 00:33:56,46,2.43,7.925,6.2778,35,-0.031,0.288,4.9227,28.45,123.23
1900-01-01 00:34:08,46,2.1,8.11,6.2778,37,-0.036,0.2884,4.9201,28.45,123.23
1900-01-01 00:34:18,46,2.35,7.985,6.3056,35,-0.036,0.2886,4.9201,28.45,123.23
1900-01-01 00:34:28,47,1.94,8.12,6.1944,40,-0.017,0.2881,4.9299,28.45,123.23
1900-01-01 00:34:38,47,2.25,8.095,6.0833,37,-0.019,0.2823,4.9288,28.45,123.23
1900-01-01 00:34:50,46,2.25,8.055,6.3056,38,-0.1,0.2941,4.9386,28.45,123.23
1900-01-01 00:35:00,47,2.28,8.05,6.3333,37,-0.107,0.291,4.935,28.45,123.23
1900-01-01 00:35:10,46,2.29,8.005,6.0556,40,-0.107,0.2877,4.935,28.45,123.23
1900-01-01 00:35:22,46,2.16,8.03,6.1667,41,-0.107,0.2911,4.935,28.46,123.23
1900-01-01 00:35:32,46,1.99,8.125,6.1944,38,-0.007,0.2889,4.935,28.46,123.23
1900-01-01 00:35:42,47,2.26,8.0,6.2222,38,-0.107,0.2841,4.935,28.46,123.23
1900-01-01 00:35:54,47,2.11,8.065,6.0556,38,-0.007,0.2919,4.935,28.46,123.23
1900-01-01 00:36:04,46,1.82,8.16,6.1389,35,0.0,0.2936,4.9386,28.46,123.23
1900-01-01 00:36:14,46,1.98,8.15,6.3333,37,-0.004,0.285,4.9366,28.46,123.23
1900-01-01 00:36:24,47,2.02,8.13,6.0833,41,-0.001,0.2873,4.9381,28.46,123.23
1900-01-01 00:36:36,46,2.24,7.95,6.2222,38,-0.018,0.294,4.9294,28.46,123.23
1900-01-01 00:36:46,47,1.45,8.235,6.1111,37,-0.025,0.2966,4.9258,28.46,123.23
1900-01-01 00:36:56,47,2.07,8.085,6.2222,40,-0.014,0.2879,4.9314,28.46,123.23
1900-01-01 00:37:08,46,2.13,8.135,6.3333,40,0.011,0.285,4.9443,28.46,123.23
1900-01-01 00:37:18,46,2.16,8.02,6.5833,40,0.018,0.2897,4.9479,28.46,123.23
1900-01-01 00:37:28,46,2.08,8.12,6.5556,38,0.018,0.291,4.9479,28.46,123.23
1900-01-01 00:37:40,47,2.4,8.0,6.6389,40,0.113,0.2934,4.9453,28.46,123.23
1900-01-01 00:37:50,46,1.86,8.14,6.3889,37,0.013,0.284,4.9453,28.46,123.23
1900-01-01 00:38:00,47,1.96,8.09,6.3056,38,0.013,0.2992,4.9453,28.46,123.23
1900-01-01 00:38:12,47,2.49,7.965,6.3333,40,0.005,0.2871,4.9412,28.46,123.23
1900-01-01 00:38:22,47,2.42,7.97,6.25,35,0.008,0.2876,4.9427,28.46,123.23
1900-01-01 00:38:32,46,2.21,8.025,6.25,38,0.008,0.2885,4.9427,28.46,123.23
1900-01-01 00:38:42,46,2.37,7.985,6.25,38,-0.067,0.2954,4.9556,28.46,123.23
1900-01-01 00:38:54,47,1.83,8.115,6.2778,38,-0.081,0.2834,4.9484,28.46,123.23
1900-01-01 00:39:04,47,1.78,8.19,6.3611,35,-0.007,0.2955,4.935,28.46,123.23
1900-01-01 00:39:14,46,2.39,8.025,6.3056,41,-0.007,0.2808,4.935,28.46,123.23
1900-01-01 00:39:27,46,2.42,8.04,6.1944,40,0.02,0.2924,4.9489,28.46,123.23
1900-01-01 00:39:37,47,2.59,7.955,6.2778,41,-0.093,0.2907,4.9422,28.46,123.23
1900-01-01 00:39:47,46,2.08,8.13,6.2222,38,-0.093,0.2854,4.9422,28.46,123.23
1900-01-01 00:39:59,46,2.36,8.03,6.0833,40,0.007,0.2911,4.9422,28.46,123.23
1900-01-01 00:40:09,46,2.19,7.985,6.0833,38,0.007,0.2921,4.9422,28.46,123.23
1900-01-01 00:40:19,47,1.91,8.145,6.3333,38,0.003,0.2897,4.9402,28.46,123.23
1900-01-01 00:40:29,46,2.35,7.955,6.5,41,0.003,0.2889,4.9402,28.46,123.23
1900-01-01 00:40:41,46,2.28,7.97,6.2778,38,0.003,0.2875,4.9402,28.46,123.23
1900-01-01 00:40:51,46,2.3,8.03,6.25,37,0.022,0.2887,4.9499,28.46,123.23
1900-01-01 00:41:01,46,2.35,8.015,6.3611,40,-0.081,0.2875,4.9484,28.46,123.23
1900-01-01 00:41:13,46,2.38,7.99,6.4167,40,0.026,0.2909,4.952,28.46,123.23
1900-01-01 00:41:23,47,2.22,8.04,6.2778,35,0.026,0.2908,4.952,28.46,123.23
1900-01-01 00:41:33,46,2.34,8.08,6.2778,37,0.01,0.2933,4.9438,28.46,123.23
1900-01-01 00:41:45,46,2.17,8.095,6.3611,38,0.03,0.2838,4.9541,28.46,123.23
1900-01-01 00:41:55,46,2.28,8.01,6.4167,38,0.03,0.2881,4.9541,28.46,123.23
1900-01-01 00:42:05,46,2.26,8.04,6.5,38,0.03,0.2941,4.9541,28.46,123.23
1900-01-01 00:42:15,46,2.08,8.09,6.3611,37,-0.07,0.2928,4.9541,28.46,123.23
1900-01-01 00:42:27,46,2.11,8.065,6.4444,38,0.03,0.2947,4.9541,28.46,123.23
1900-01-01 00:42:37,46,2.03,8.165,6.25,35,-0.002,0.2993,4.9376,28.47,123.23
1900-01-01 00:42:47,46,2.12,8.12,6.2778,38,-0.002,0.2931,4.9376,28.47,123.23
1900-01-01 00:42:59,46,2.44,7.91,6.7778,40,-0.009,0.2884,4.934,28.47,123.23
1900-01-01 00:43:09,46,2.37,7.965,6.5556,40,0.016,0.2919,4.9469,28.47,123.23
1900-01-01 00:43:19,46,2.29,8.025,6.3611,37,-0.111,0.2922,4.933,28.47,123.23
1900-01-01 00:43:31,46,2.11,8.045,6.5556,38,-0.014,0.2939,4.9314,28.47,123.23
1900-01-01 00:43:41,47,2.15,8.035,6.25,33,-0.014,0.2929,4.9314,28.47,123.23
1900-01-01 00:43:51,46,2.21,8.125,6.2778,35,-0.016,0.2858,4.9304,28.47,123.23
1900-01-01 00:44:03,46,2.46,7.94,6.5,42,0.008,0.2945,4.9427,28.47,123.23
1900-01-01 00:44:13,46,2.39,7.975,6.3056,37,-0.092,0.2914,4.9427,28.47,123.23
1900-01-01 00:44:23,46,2.24,8.03,6.0556,38,-0.015,0.2956,4.9309,28.47,123.23
1900-01-01 00:44:33,47,2.19,8.015,6.1667,41,0.006,0.2932,4.9417,28.47,123.23
1900-01-01 00:44:45,47,2.07,8.115,6.3889,38,0.006,0.2901,4.9417,28.47,123.23
1900-01-01 00:44:55,46,2.25,8.025,6.0833,35,-0.107,0.2836,4.935,28.47,123.23
1900-01-01 00:45:05,46,2.23,7.965,6.0833,38,-0.107,0.2889,4.935,28.47,123.23
1900-01-01 00:45:17,46,2.01,8.115,6.1389,40,-0.121,0.2896,4.9278,28.47,123.23
1900-01-01 00:45:27,46,2.31,8.075,6.2778,40,-0.122,0.2894,4.9273,28.47,123.23
1900-01-01 00:45:37,46,2.42,7.91,6.2778,40,-0.1,0.2895,4.9386,28.47,123.23
1900-01-01 00:45:49,46,2.24,8.0,6.0556,40,-0.2,0.2958,4.9386,28.47,123.23
1900-01-01 00:45:59,46,2.2,8.0,6.1389,38,-0.1,0.2864,4.9386,28.47,123.23
1900-01-01 00:46:09,47,1.89,8.135,6.0833,40,-0.116,0.2867,4.9304,28.47,123.23
1900-01-01 00:46:19,46,2.36,8.0,6.1111,37,-0.016,0.2865,4.9304,28.47,123.23
1900-01-01 00:46:31,46,2.11,8.045,6.2778,40,-0.115,0.2901,4.9309,28.47,123.23
1900-01-01 00:46:41,46,2.25,8.045,6.4167,40,-0.112,0.2901,4.9325,28.47,123.23
1900-01-01 00:46:51,46,2.03,8.165,6.2222,38,-0.09,0.2881,4.9438,28.47,123.23
