LogIndex,PCDate,PCTime,MEActFOCons,DGActFOCons,BlrActFOCons,MEActMGOCons,DGActMGOCons,BlrActMGOCons,MEAccFOCons,DGAccFOCons,BlrAccFOCons,DGAccMGOCons,BlrAccMGOCons,MEFOInTemp,DGFOInTemp,BlrFOInTemp,DGMGOInTemp,BlrMGOInTemp,FCMFODensity,DGFODensity,BlrFODensity,DGMGODensity,BlrMGODensity,DG1Power,DG2Power,DG3Power,MESFOC_kw,MESFOC_nmile,MERpm,METorque,MEShaftPow,ShipSpdToWater,ShipSpd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,WindDir,Latitude,Longitude,ShipDraughtBow,ShipDraughtAstern,ShipDraughtMidLft,ShipDraughtMidRgt
978,2020/3/1,2:53:07,297.2055054,372.9919434,0,0,0,0,1791304.031,393881.9688,66637.33594,8230.600586,1858.788086,76.70937347,90.18913269,84.975,513.28125,24.19375,890.5894165,514.9639282,820.3328247,29.89426994,839.6898804,1016,801,0,223.7993317,31.28479004,46,271,1328,9.5,9.08,0.07,2.06,8.05,-2.187129021,23.9,35,29.06 N,123.18 E,7.02,9.08,7.69,7.62
979,2020/3/1,2:53:19,290.8183899,380.290802,0,0,0,0,1791304.547,393883.7031,66637.33594,8230.600586,1858.788086,76.73281097,90.14927673,84.9515625,513.307312,24.178125,890.5236206,515.0308838,819.9064331,29.87227821,839.6900635,1016,800,0,213.9944,30.612463,46,276,1359,9.5,9.078,0.19,1.95,8.075,-2.187129021,23.7,30,29.06 N,123.18 E,7.1,9.05,7.75,7.56
980,2020/3/1,2:53:29,296.4680481,374.9454041,0,0,0,0,1791304.859,393885.1406,66637.33594,8230.600586,1858.788086,76.70937347,90.21247864,84.928125,513.277771,24.178125,890.6549683,514.9271851,820.3756104,29.86374855,839.5187988,1019,805,0,220.7505951,31.20716286,46,274,1343,9.5,9.083,0.14,2.23,8.025,-2.187129021,25.1,33,29.06 N,123.18 E,6.91,9.14,7.56,7.42
981,2020/3/1,2:53:39,296.2324219,375.9960327,0,0,0,0,1791305.438,393886.5625,66637.33594,8230.600586,1858.788086,76.70156097,90.29333496,84.8890625,513.3118896,24.1625,890.6535645,514.8042603,820.3901367,29.87231445,839.821106,1001,794,0,222.8987427,31.1823597,46,270,1329,9.5,9.083,0.06,2.55,7.935,-2.187129021,25.3,31,29.06 N,123.18 E,6.66,9.21,7.56,7.5
982,2020/3/1,2:53:51,290.9685364,375.9698181,0,0,0,0,1791305.953,393888.2969,66637.33594,8230.600586,1858.788086,76.70156097,90.30805206,84.94375,513.2700195,24.1703125,890.5760498,514.7927246,819.8961792,29.88226318,839.0317383,998,794,0,217.3028717,30.62826729,47,273,1339,9.5,9.088,-0.1,2.27,8.025,-0.01293477,24.5,31,29.06 N,123.18 E,6.89,9.16,7.67,7.77
983,2020/3/1,2:54:01,294.8623352,374.7071838,0,0,0,0,1791306.281,393889.7188,66637.33594,8230.600586,1858.788086,76.69374847,90.29201508,84.959375,513.3337402,24.1703125,890.6223145,514.8212891,820.105835,29.8766346,839.5078125,1019,810,0,221.5344391,31.03814125,46,272,1331,9.5,9.088,-0.07,2.23,8.035,-2.187129021,24.6,33,29.06 N,123.18 E,6.92,9.15,7.66,7.73
984,2020/3/1,2:54:11,294.3812561,377.3511047,0,0,0,0,1791306.594,393891.1563,66637.33594,8230.600586,1858.788086,76.69374847,90.29499817,84.9203125,513.2901611,24.1625,890.6622314,514.817627,820.2956543,29.86356735,839.5509644,999,781,0,219.6875,30.98750114,46,274,1340,9.5,9.065,0.17,1.87,8.165,-2.187129021,24.8,31,29.07 N,123.18 E,7.23,9.1,7.8,7.63
985,2020/3/1,2:54:23,290.0670776,380.2202759,0,0,0,0,1791307.172,393892.5781,66637.33594,8230.600586,1858.788086,76.71718597,90.24000549,84.8734375,513.3111572,24.1703125,890.3652954,514.9077759,821.132019,29.86551094,839.8531494,1007,800,0,215.6632538,30.53337669,46,274,1345,9.5,9.065,-0.04,2.21,8.025,-2.187129021,24.4,33,29.07 N,123.18 E,6.92,9.13,7.67,7.71
986,2020/3/1,2:54:33,294.5100708,373.5455322,0,0,0,0,1791307.688,393894.3125,66637.33594,8230.600586,1858.788086,76.66249847,90.25714874,84.865625,513.3527222,24.1546875,890.7671509,514.8742676,821.0471191,29.8678627,839.6461182,1005,805,0,220.1121674,31.00106049,46,273,1338,9.5,9.063,0.04,1.95,8.095,-2.187129021,24.6,34,29.07 N,123.18 E,7.12,9.07,7.68,7.64
987,2020/3/1,2:54:43,291.3569641,377.0497742,0,0,0,0,1791308.266,393895.7344,66637.33594,8230.600586,1858.788086,76.67812347,90.28033447,84.8890625,513.2903442,24.1625,890.6021729,514.8375244,820.7926025,29.8424015,839.4436035,1007,801,0,219.0653839,30.66915321,46,272,1330,9.5,9.064,0.03,2.14,8.07,-2.187129021,24.5,30,29.07 N,123.18 E,7,9.14,7.69,7.66
988,2020/3/1,2:54:53,292.6879578,382.9690247,0,0,0,0,1791308.328,393897.1719,66637.33594,8230.600586,1858.788086,76.69374847,90.37309265,84.865625,513.2938232,24.1546875,890.5228882,514.690979,820.9364014,29.84389305,839.1912231,1027,814,0,213.953186,30.80925941,46,277,1368,9.5,9.078,0.29,1.82,8.17,-2.187129021,25.1,31,29.07 N,123.18 E,7.26,9.08,7.68,7.39
989,2020/3/1,2:55:05,295.8183899,380.4467468,0,0,0,0,1791308.844,393898.9063,66637.33594,8230.600586,1858.788086,76.71718597,90.28183746,84.85,513.2675781,24.1625,890.5679321,514.8342285,820.5847168,29.87261391,839.5313721,1035,829,0,217.8338623,31.13877869,47,278,1358,9.5,9.064,0.29,2.03,8.075,-0.01293477,25,33,29.07 N,123.18 E,7.06,9.09,7.64,7.35
990,2020/3/1,2:55:15,292.0495605,381.4238892,0,0,0,0,1791309.422,393900.3281,66637.33594,8230.600586,1858.788086,76.68593597,90.32872772,84.834375,513.3729248,24.146875,890.7232666,514.7595825,820.8670044,29.84374237,839.4028931,1026,818,0,218.110199,30.74205971,46,273,1339,9.5,9.064,-0.1,2.07,8.125,-2.187129021,25.1,33,29.07 N,123.18 E,7.09,9.16,7.68,7.78
991,2020/3/1,2:55:25,294.3956299,376.2200928,0,0,0,0,1791309.984,393901.7656,66637.33594,8230.600586,1858.788086,76.68593597,90.21347809,84.8421875,513.2612915,24.146875,890.6914673,514.9344482,820.7611694,29.84971046,839.7051392,1010,793,0,218.5565186,30.98901367,46,275,1347,9.5,9.064,0.2,2.32,7.97,-2.187129021,25.3,34,29.07 N,123.18 E,6.81,9.13,7.6,7.4
992,2020/3/1,2:55:37,292.5915222,376.5877991,0,0,0,0,1791310.203,393903.7969,66637.33594,8230.600586,1858.788086,76.69374847,90.11261749,84.834375,513.3838501,24.1390625,890.7806396,515.0914307,820.4865112,29.85531998,839.6381836,1018,799,0,218.6782684,30.79910851,46,273,1338,9.5,9.064,-0.35,2.12,7.97,-2.187129021,25,31,29.07 N,123.18 E,6.91,9.03,7.54,7.89
993,2020/3/1,2:55:47,293.3091736,377.3575745,0,0,0,0,1791310.891,393904.8594,66637.33594,8230.600586,1858.788086,76.67031097,90.18951416,84.8421875,513.3036499,24.146875,890.8359375,514.9633179,820.3795776,29.85341835,839.6564331,1020,811,0,217.2660522,30.87464905,46,274,1350,9.5,9.072,-0.05,2.28,7.93,-2.187129021,24.9,28,29.07 N,123.18 E,6.79,9.07,7.58,7.63
994,2020/3/1,2:55:57,294.4503784,382.6982422,0,0,0,0,1791311.406,393906.3438,66637.33594,8230.600586,1858.788086,76.70156097,90.09153748,84.81875,513.3942261,24.146875,890.7573853,515.1119995,820.5998535,29.84893036,839.3981323,1021,805,0,215.7145691,30.99477577,47,279,1365,9.5,9.069,-0.07,1.84,8.21,-0.01293477,24.9,30,29.07 N,123.18 E,7.29,9.13,7.61,7.68
995,2020/3/1,2:56:09,292.6652222,378.7789917,0,0,0,0,1791311.984,393908.0156,66637.33594,8230.600586,1858.788086,76.67812347,90.18547821,84.85,513.3508301,24.1390625,890.78125,514.9707642,820.9174194,29.85588074,839.3820801,1014,795,0,219.060791,30.80686569,46,274,1336,9.5,9.073,-0.06,2.03,8.135,-2.187129021,24.9,33,29.07 N,123.18 E,7.12,9.15,7.71,7.77
996,2020/3/1,2:56:19,299.8922729,372.0675049,0,0,0,0,1791311.938,393909.8125,66637.33594,8230.600586,1858.788086,76.66249847,90.23665619,84.8421875,513.3052368,24.1390625,890.7936401,514.8815308,820.598877,29.84370232,839.2174683,995,790,0,225.3135071,31.90343285,47,274,1331,9.4,9.078,-0.22,2.5,7.94,1.03983295,25.8,31,29.07 N,123.18 E,6.69,9.19,7.71,7.93
997,2020/3/1,2:56:29,292.1017761,378.1661072,0,0,0,0,1791312.875,393910.875,66637.33594,8230.600586,1858.788086,76.69374847,90.21227264,84.8109375,513.4177246,24.1234375,890.5766602,514.9075928,821.0318604,29.83241653,839.6994019,1000,794,0,220.2879181,31.07465744,46,273,1326,9.4,9.05,0,2.38,7.98,-1.111474991,25.5,33,29.07 N,123.18 E,6.79,9.17,7.67,7.67
998,2020/3/1,2:56:39,297.1860352,379.7698975,0,0,0,0,1791313.188,393912.3125,66637.33594,8230.600586,1858.788086,76.67031097,90.25543976,84.8109375,513.3462524,24.1390625,890.772522,514.8322754,820.2945557,29.83778,839.6609497,1031,814,0,221.4501038,31.61553574,46,274,1342,9.4,9.05,0.15,2.5,7.95,-1.111474991,24.6,31,29.07 N,123.18 E,6.7,9.2,7.75,7.6
999,2020/3/1,2:56:51,292.4407959,383.3773193,0,0,0,0,1791313.719,393914.0313,66637.33594,8230.600586,1858.788086,76.70156097,90.30014801,84.7875,513.369812,24.1390625,890.7422485,514.7655029,821.0862427,29.80421638,839.4259033,1024,812,0,217.9141541,31.1107235,46,275,1342,9.4,9.05,0.17,2.36,8.05,-1.111474991,23.9,34,29.07 N,123.18 E,6.87,9.23,7.65,7.48
1000,2020/3/1,2:57:01,293.7657776,384.830658,0,0,0,0,1791313.906,393915.8438,66637.33594,8230.600586,1858.788086,76.70937347,90.22492981,84.81875,513.3504639,24.13125,890.6938477,514.8826904,820.9650879,29.83934975,839.9627075,1029,804,0,217.2823792,31.25167847,46,274,1352,9.4,9.057,0.26,2.44,7.98,-1.111474991,25,30,29.07 N,123.18 E,6.76,9.2,7.73,7.47
1001,2020/3/1,2:57:11,301.7381592,375.3276367,0,0,0,0,1791314.797,393916.9531,66637.33594,8230.600586,1858.788086,76.74062347,90.28496552,84.7875,513.3548584,24.115625,890.5114746,514.7811279,820.967041,29.82028198,839.3643188,1016,799,0,222.5207672,32.09980392,47,278,1356,9.4,9.08,-0.1,2.16,8.02,1.03983295,25.6,33,29.07 N,123.18 E,6.94,9.1,7.58,7.68
1002,2020/3/1,2:57:23,297.1937866,380.4926147,0,0,0,0,1791315.313,393918.6875,66637.33594,8230.600586,1858.788086,76.70937347,90.18523407,84.7484375,513.3731079,24.13125,890.718689,514.9295044,821.5134888,29.8112011,839.9377441,1029,821,0,213.1949615,31.61635971,47,283,1394,9.4,9.078,-0.05,1.89,8.105,1.03983295,24.7,34,29.07 N,123.18 E,7.16,9.05,7.72,7.77
1003,2020/3/1,2:57:33,302.7266235,376.7299194,0,0,0,0,1791315.625,393920.125,66637.33594,8230.600586,1858.788086,76.70156097,90.2333374,84.7484375,513.3301392,24.13125,890.7150879,514.8549805,821.0403442,29.8258667,839.6748047,1015,801,0,222.4295502,32.20495987,47,279,1361,9.4,9.092,0.14,2.18,8.07,1.03983295,24.2,33,29.07 N,123.18 E,6.98,9.16,7.67,7.53
1004,2020/3/1,2:57:43,300.8043823,379.9047852,0,0,0,0,1791315.828,393921.9219,66637.33594,8230.600586,1858.788086,76.71718597,90.17721558,84.7484375,513.3939209,24.13125,890.6305542,514.9205322,820.717041,29.81356621,839.7366943,1035,817,0,219.7256317,32.00046539,47,280,1369,9.4,9.089,0.36,2.46,8.03,1.03983295,23.7,34,29.07 N,123.18 E,6.8,9.26,7.81,7.45
1005,2020/3/1,2:57:55,296.2488708,383.5431824,0,0,0,0,1791316.406,393923.5938,66637.33594,8230.600586,1858.788086,76.72499847,90.23661041,84.740625,513.3770142,24.115625,890.5236206,514.8336792,821.0328369,29.80621147,839.6135864,1027,816,0,215.6105347,31.18409157,46,280,1374,9.5,9.086,0.38,2.1,8.04,-2.187129021,24.5,34,29.07 N,123.18 E,6.99,9.09,7.68,7.3
1006,2020/3/1,2:58:05,300.8251953,377.725647,0,0,0,0,1791317.297,393924.7031,66637.33594,8230.600586,1858.788086,76.73281097,90.22329712,84.7484375,513.3912354,24.1234375,890.6531372,514.8563843,820.5809326,29.78935051,839.3154297,1036,823,0,223.9949341,31.66580963,47,274,1343,9.5,9.117,0.06,2.04,8.13,-0.01293477,24.3,34,29.07 N,123.18 E,7.11,9.15,7.71,7.65
1007,2020/3/1,2:58:15,301.8533936,376.7125244,0,0,0,0,1791317.359,393926.1406,66637.33594,8230.600586,1858.788086,76.72499847,90.18469238,84.7328125,513.3189697,24.115625,890.6109619,514.9122925,820.5053101,29.83619499,839.7339478,1040,825,0,221.3001404,31.77404213,46,279,1364,9.5,9.117,0.14,2.06,8.11,-2.187129021,24.6,31,29.07 N,123.18 E,7.08,9.14,7.82,7.68
1008,2020/3/1,2:58:25,300.5587463,380.3675232,0,0,0,0,1791317.547,393927.9531,66637.33594,8230.600586,1858.788086,76.77968597,90.19886017,84.725,513.3426514,24.1078125,890.4584961,514.8818359,821.6392212,29.82138062,839.4914551,1026,818,0,222.8011475,31.97433472,46,277,1349,9.4,9.085,0.1,2.27,8.085,-1.111474991,24.4,31,29.07 N,123.18 E,6.95,9.22,7.68,7.58
1009,2020/3/1,2:58:37,295.4850159,381.210907,0,0,0,0,1791318.078,393929.6719,66637.33594,8230.600586,1858.788086,76.74843597,90.15702057,84.740625,513.3711548,24.1078125,890.6779785,514.9404297,821.1138916,29.82566071,838.9172974,1008,793,0,215.6824951,31.43457603,47,280,1370,9.4,9.085,0.36,2.01,8.125,1.03983295,25.4,34,29.07 N,123.18 E,7.12,9.13,7.81,7.45
1010,2020/3/1,2:58:47,297.2602844,378.8681335,0,0,0,0,1791319.016,393930.7344,66637.33594,8230.600586,1858.788086,76.73281097,90.19103241,84.7171875,513.3051758,24.115625,890.7473755,514.8936157,820.9974365,29.80999756,839.5897217,1019,820,0,216.3466339,31.29055595,47,279,1374,9.5,9.103,0.25,2.05,8.095,-0.01293477,25.3,33,29.07 N,123.18 E,7.07,9.12,7.51,7.26
1011,2020/3/1,2:58:57,293.7247925,377.8840942,0,0,0,0,1791319.344,393932.1563,66637.33594,8230.600586,1858.788086,76.70937347,90.15298462,84.69375,513.3276978,24.1078125,890.7281494,514.9432983,821.199707,29.79996872,839.2797852,1020,808,0,216.4515839,30.91839981,46,277,1357,9.5,9.106,-0.38,2.17,8.015,-2.187129021,24.9,33,29.07 N,123.18 E,6.93,9.1,7.48,7.86
1012,2020/3/1,2:59:09,294.4760742,379.071106,0,0,0,0,1791319.859,393933.8906,66637.33594,8230.600586,1858.788086,76.70937347,90.22799683,84.69375,513.4352417,24.0921875,890.6349487,514.8233032,821.210083,29.80919075,839.2485962,1009,800,0,216.6858521,30.9974823,46,277,1359,9.5,9.119,0.01,2.24,8,-2.187129021,24.3,31,29.07 N,123.18 E,6.88,9.12,7.62,7.61
1013,2020/3/1,2:59:19,293.9480591,378.0452881,0,0,0,0,1791320.063,393935.6875,66637.33594,8230.600586,1858.788086,76.71718597,90.24922943,84.678125,513.4171753,24.115625,890.730957,514.7869873,820.8724976,29.80205154,840.1311035,1029,817,0,213.4699097,30.94190025,46,279,1377,9.5,9.119,0.17,1.79,8.185,-2.187129021,25,33,29.07 N,123.18 E,7.29,9.08,7.67,7.5
1014,2020/3/1,2:59:29,298.5534973,373.4024353,0,0,0,0,1791321,393936.75,66637.33594,8230.600586,1858.788086,76.73281097,90.2674942,84.678125,513.4674072,24.0921875,890.5906982,514.7531738,821.0956421,29.78848267,839.2139893,1021,801,0,223.9711151,31.42668343,46,273,1333,9.5,9.119,-0.02,2.01,8.155,-2.187129021,25.1,31,29.07 N,123.18 E,7.15,9.16,7.52,7.54
1015,2020/3/1,2:59:41,290.1903381,374.6888123,0,0,0,0,1791321.203,393938.7969,66637.33594,8230.600586,1858.788086,76.69374847,90.13279724,84.6546875,513.4398193,24.084375,890.7645264,514.9609375,820.203125,29.79160118,839.1856079,985,774,0,219.8411713,30.22816086,47,273,1320,9.6,9.122,0.03,2.08,8.14,-1.065702558,25.1,33,29.07 N,123.18 E,7.1,9.18,7.59,7.56
1016,2020/3/1,2:59:51,294.8367615,374.0417786,0,0,0,0,1791321.656,393939.8438,66637.33594,8230.600586,1858.788086,76.70156097,90.15952301,84.646875,513.4281616,24.0921875,890.7391357,514.9266968,820.4865112,29.76833534,839.9157104,1008,806,0,220.1917572,31.03544807,46,275,1339,9.5,9.122,0.29,1.97,8.195,-2.187129021,25.2,33,29.07 N,123.18 E,7.21,9.18,7.68,7.39
1017,2020/3/1,3:00:01,295.1961975,373.7215271,0,0,0,0,1791321.922,393941.5781,66637.33594,8230.600586,1858.788086,76.70937347,90.17860413,84.646875,513.3660889,24.0921875,890.55896,514.897522,820.3233032,29.79825592,839.4984131,1019,805,0,222.2863007,31.07328415,46,274,1328,9.5,9.106,0.15,2.62,7.97,-2.187129021,25.1,34,29.07 N,123.17 E,6.66,9.28,7.56,7.41
1018,2020/3/1,3:00:13,298.2806396,376.2637939,0,0,0,0,1791322.797,393942.7031,66637.33594,8230.600586,1858.788086,76.70937347,90.16146851,84.646875,513.3096313,24.0921875,890.6712036,514.9161987,820.1727295,29.7862606,839.3148804,997,776,0,219.8088684,31.39796257,46,276,1357,9.5,9.106,0,2.4,7.96,-2.187129021,25.1,35,29.07 N,123.17 E,6.76,9.16,7.51,7.51
1019,2020/3/1,3:00:23,298.9367981,372.7351379,0,0,0,0,1791322.938,393944.8125,66637.33594,8230.600586,1858.788086,76.70937347,90.17764282,84.6390625,513.3952637,24.084375,890.6974487,514.8994751,820.59021,29.78000259,839.527832,1024,803,0,220.2924042,31.46703148,47,278,1357,9.5,9.108,0.24,2.04,8.1,-0.01293477,24.9,31,29.07 N,123.17 E,7.08,9.12,7.59,7.35
1020,2020/3/1,3:00:33,295.9399109,370.716156,0,0,0,0,1791323.641,393945.8594,66637.33594,8230.600586,1858.788086,76.70937347,90.07990265,84.6625,513.4065552,24.084375,890.6230469,515.0531006,820.5038452,29.78219604,839.6882935,1011,805,0,220.3573456,31.15156937,47,275,1343,9.5,9.121,-0.02,2.1,8.07,-0.01293477,24.4,33,29.07 N,123.17 E,7.02,9.12,7.59,7.61
1021,2020/3/1,3:00:43,287.655365,384.9521179,0,0,0,0,1791323.719,393947.5313,66637.33594,8230.600586,1858.788086,76.69374847,90.20057678,84.6546875,513.404541,24.0921875,890.756897,514.8574219,820.8344727,29.77094841,839.4169312,1017,808,0,214.9890594,30.27951241,46,274,1338,9.5,9.127,-0.04,2.03,8.085,-2.187129021,25.1,33,29.07 N,123.17 E,7.07,9.1,7.67,7.71
1022,2020/3/1,3:00:56,294.2929382,379.292511,0,0,0,0,1791324.234,393949.2656,66637.33594,8230.600586,1858.788086,76.70937347,90.11589813,84.6234375,513.3842773,24.084375,890.611145,514.9988403,821.2941284,29.76538658,839.5543823,1019,807,0,221.1066437,30.97820473,46,274,1331,9.5,9.113,0.39,2.41,8.005,-2.187129021,25.4,35,29.08 N,123.17 E,6.8,9.21,7.71,7.32
1023,2020/3/1,3:01:06,289.3720703,382.9175415,0,0,0,0,1791324.734,393950.7656,66637.33594,8230.600586,1858.788086,76.68593597,90.19573212,84.6390625,513.3816528,24.084375,890.7103271,514.8826904,821.2542725,29.76788712,839.5276489,1029,813,0,220.2222748,30.46021843,46,268,1314,9.5,9.113,0.22,2.29,7.975,-2.187129021,25.4,35,29.08 N,123.17 E,6.83,9.12,7.71,7.49
1024,2020/3/1,3:01:16,290.8735352,379.9708252,0,0,0,0,1791325.672,393951.8281,66637.33594,8230.600586,1858.788086,76.69374847,90.23912048,84.6234375,513.4457397,24.084375,890.6248169,514.8143311,821.2836304,29.75074577,839.387207,1023,811,0,214.9841309,30.61826706,46,275,1353,9.5,9.11,0.15,2.49,7.925,-2.187129021,24.7,35,29.08 N,123.17 E,6.68,9.17,7.67,7.52
1025,2020/3/1,3:01:28,297.2910156,375.3706055,0,0,0,0,1791326.203,393953.5469,66637.33594,8230.600586,1858.788086,76.71718597,90.11444855,84.6,513.4226685,24.06875,890.4315186,515.0040894,821.8348389,29.76453972,839.6900635,993,783,0,220.7060242,31.62670326,46,276,1347,9.4,9.116,0.2,2.32,8.04,-1.111474991,24.7,35,29.08 N,123.17 E,6.88,9.2,7.78,7.58
1026,2020/3/1,3:01:38,301.0774841,369.8865051,0,0,0,0,1791326.219,393955.2813,66637.33594,8230.600586,1858.788086,76.68593597,90.23509979,84.6078125,513.4355469,24.0765625,890.6689453,514.821228,821.9949341,29.75583649,839.753479,1022,812,0,223.5170593,32.02951813,47,274,1347,9.4,9.131,0.16,1.97,8.145,1.03983295,25.2,34,29.08 N,123.17 E,7.16,9.13,7.62,7.46
1027,2020/3/1,3:01:48,292.1239319,378.5607605,0,0,0,0,1791326.469,393956.7813,66637.33594,8230.600586,1858.788086,76.70156097,90.28772736,84.6078125,513.4012451,24.06875,890.6893311,514.7528687,821.7233887,29.74229431,839.8931274,1028,815,0,219.3122559,31.07701492,47,272,1332,9.4,9.131,0.12,2.26,8.09,1.03983295,25.5,34,29.08 N,123.17 E,6.96,9.22,7.62,7.5
1028,2020/3/1,3:02:00,297.8456726,373.2441711,0,0,0,0,1791327.047,393958.4531,66637.33594,8230.600586,1858.788086,76.70156097,90.13243866,84.5765625,513.3903809,24.06875,890.4846191,514.992981,821.9130859,29.76327515,839.6832886,1002,789,0,223.4401093,31.685709,46,274,1333,9.4,9.131,0.11,2.49,7.965,-1.111474991,24.7,33,29.08 N,123.17 E,6.72,9.21,7.65,7.54
1029,2020/3/1,3:02:10,290.3432007,376.9559937,0,0,0,0,1791328,393959.5,66637.33594,8230.600586,1858.788086,76.69374847,90.21873474,84.56875,513.3325806,24.06875,890.6324463,514.8638306,821.1768188,29.75557518,839.5247803,994,794,0,213.95961,30.56244278,46,276,1357,9.5,9.124,0.22,2.39,7.985,-2.187129021,24.4,35,29.08 N,123.17 E,6.79,9.18,7.57,7.35
1030,2020/3/1,3:02:20,297.1061707,375.5450134,0,0,0,0,1791328.016,393961.2344,66637.33594,8230.600586,1858.788086,76.67812347,90.27617645,84.5453125,513.3646851,24.0609375,890.8777466,514.7780151,821.1100464,29.76907921,839.7962036,1007,799,0,219.1048431,31.27433395,46,278,1356,9.5,9.124,0,2.08,8.08,-2.187129021,25.1,34,29.08 N,123.17 E,7.04,9.12,7.72,7.72
1031,2020/3/1,3:02:30,298.6420593,375.8992004,0,0,0,0,1791328.5,393962.75,66637.33594,8230.600586,1858.788086,76.67812347,90.09378052,84.5296875,513.3494263,24.0765625,890.8526001,515.0597534,821.5915527,29.76737976,839.5620728,1026,819,0,219.5897522,31.43600655,46,278,1360,9.5,9.138,-0.01,2.24,8.04,-2.187129021,24.9,35,29.08 N,123.17 E,6.92,9.16,7.69,7.7
1032,2020/3/1,3:02:42,300.731842,372.7073059,0,0,0,0,1791329.031,393964.4688,66637.33594,8230.600586,1858.788086,76.67812347,90.24923706,84.50625,513.487915,24.06875,890.6833496,514.8079224,821.354187,29.7374115,839.7081909,1011,797,0,220.6396484,31.65598297,47,277,1363,9.5,9.12,0.03,2.08,8.06,-0.01293477,25.1,37,29.08 N,123.17 E,7.02,9.1,7.69,7.66
1033,2020/3/1,3:02:52,294.5273132,379.1381531,0,0,0,0,1791329.969,393965.5313,66637.33594,8230.600586,1858.788086,76.68593597,90.07765961,84.5375,513.4555054,24.06875,890.8838501,515.0748901,821.3341675,29.75802803,839.2468872,1017,804,0,212.6551056,31.00287437,46,281,1385,9.5,9.124,0.47,2.04,8.16,-2.187129021,24.4,35,29.08 N,123.17 E,7.14,9.18,7.72,7.25
1034,2020/3/1,3:03:02,298.4214478,372.3771362,0,0,0,0,1791329.75,393967.25,66637.33594,8230.600586,1858.788086,76.68593597,90.2013855,84.5375,513.4237671,24.0765625,890.6411743,514.8790894,820.9832153,29.74548149,839.7699585,1008,810,0,218.9445648,31.41278458,47,277,1363,9.5,9.132,0.29,1.66,8.21,-0.01293477,24.6,41,29.08 N,123.17 E,7.38,9.04,7.67,7.38
1035,2020/3/1,3:03:14,299.3876953,373.7966919,0,0,0,0,1791330.328,393968.9219,66637.33594,8230.600586,1858.788086,76.70156097,90.21672058,84.5375,513.4034424,24.06875,890.7130127,514.8577881,821.0834961,29.75802612,839.7373657,1012,802,0,220.4622192,31.51449394,47,279,1358,9.5,9.13,0.28,1.85,8.145,-0.01293477,25.1,38,29.08 N,123.17 E,7.22,9.07,7.77,7.49
1036,2020/3/1,3:03:24,296.0910339,374.0108948,0,0,0,0,1791330.828,393970.4219,66637.33594,8230.600586,1858.788086,76.70156097,90.04335785,84.5140625,513.3599854,24.053125,890.6795654,515.1372681,821.6366577,29.74781227,839.9433594,1018,805,0,221.9572906,31.49904633,46,274,1334,9.4,9.13,0.2,2.41,7.975,-1.111474991,25.2,38,29.08 N,123.17 E,6.77,9.18,7.66,7.46
1037,2020/3/1,3:03:34,290.5906067,381.6064148,0,0,0,0,1791331.703,393971.5469,66637.33594,8230.600586,1858.788086,76.69374847,90.12882233,84.5296875,513.3577271,24.053125,890.8220215,515.0061035,820.7476807,29.76609993,839.8633423,1021,803,0,216.0524902,30.91389465,46,274,1345,9.4,9.145,-0.05,2.25,7.995,-1.111474991,24.7,38,29.08 N,123.17 E,6.87,9.12,7.57,7.62
1038,2020/3/1,3:03:46,297.4109192,374.0257263,0,0,0,0,1791331.906,393973.5938,66637.33594,8230.600586,1858.788086,76.67812347,90.26280212,84.521875,513.3450928,24.06875,890.7824097,514.7998657,821.4400635,29.7603569,839.666626,1008,796,0,217.2468414,31.63945961,46,278,1369,9.4,9.145,-0.01,2.29,7.995,-1.111474991,23.6,37,29.08 N,123.17 E,6.85,9.14,7.62,7.63
1039,2020/3/1,3:03:56,290.3800964,381.7558899,0,0,0,0,1791332.297,393974.9531,66637.33594,8230.600586,1858.788086,76.68593597,90.20111084,84.5296875,513.4194946,24.0453125,890.7172852,514.8896484,821.1119995,29.74153519,839.4484863,1023,813,0,215.0963745,30.89150047,46,276,1350,9.4,9.145,0.33,2.08,8.11,-1.111474991,23.5,35,29.08 N,123.17 E,7.07,9.15,7.75,7.42
1040,2020/3/1,3:04:06,293.4121704,381.975708,0,0,0,0,1791332.875,393976.375,66637.33594,8230.600586,1858.788086,76.70937347,90.12376404,84.521875,513.4210205,24.0609375,890.6036987,515.0180664,821.5878906,29.74228096,839.6121826,1033,815,0,220.4449005,31.21405983,46,272,1331,9.4,9.145,0.17,2.37,8.005,-1.111474991,24.1,31,29.08 N,123.17 E,6.82,9.19,7.67,7.5
1041,2020/3/1,3:04:16,289.6705017,385.606842,0,0,0,0,1791333.422,393977.5781,66637.33594,8230.600586,1858.788086,76.70156097,90.17882538,84.5296875,513.4939575,24.0609375,890.7677612,514.9261475,821.5029907,29.71038246,839.7058716,1044,830,0,219.9472351,30.49163246,46,270,1317,9.5,9.17,0.15,2.72,7.91,-2.187129021,24.9,38,29.08 N,123.17 E,6.55,9.27,7.63,7.48
