LogIndex,PCDate,PCTime,MEActFOCons,DGActFOCons,BlrActFOCons,MEActMGOCons,DGActMGOCons,BlrActMGOCons,MEAccFOCons,DGAccFOCons,BlrAccFOCons,DGAccMGOCons,BlrAccMGOCons,MEFOInTemp,DGFOInTemp,BlrFOInTemp,DGMGOInTemp,BlrMGOInTemp,FCMFODensity,DGFODensity,BlrFODensity,DGMGODensity,BlrMGODensity,DG1Power,DG2Power,DG3Power,MESFOC_kw,MESFOC_nmile,MERpm,METorque,MEShaftPow,ShipSpdToWater,ShipSpd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,WindDir,Latitude,Longitude,ShipDraughtBow,ShipDraughtAstern,ShipDraughtMidLft,ShipDraughtMidRgt
7819,2020/3/1,23:04:37,24.49134827,161.622345,97.29177094,0,2.61E-10,0,1803602.203,396128.0469,66974.22656,8221.530273,1858.788086,62.09999847,89.53423309,84.6859375,514.1854248,23.1625,902.5627441,512.1800537,858.8669434,28.91576195,841.3632813,0,800,0,0,0,0,-3,0,0.8,0.004,0.07,1.32,6.38,8888,16.8,56,31.20 N,121.39 E,5.72,7.04,6.35,6.28
7820,2020/3/1,23:04:49,21.05592346,160.4514465,97.45943451,0,2.82E-11,0,1803601.703,396129.0469,66974.55469,8221.530273,1858.788086,62.08437347,89.44404602,84.6625,514.1156006,23.146875,902.5782471,512.3044434,859.276062,28.89468956,841.5591431,0,785,0,0,0,0,-3,0,0.8,0.003,0.08,1.33,6.375,8888,18.2,59,31.20 N,121.39 E,5.71,7.04,6.35,6.27
7821,2020/3/1,23:04:59,22.65829468,160.9469604,97.31687164,0,2.98E-12,0,1803601.422,396129.8281,66974.83594,8221.530273,1858.788086,62.03749847,89.48379517,84.6546875,514.1356201,23.146875,902.6414795,512.2513428,859.083374,28.91142464,841.5389404,0,809,0,0,0,0,-3,0,0.8,0.004,0.09,1.3,6.38,8888,17.1,65,31.20 N,121.39 E,5.73,7.03,6.36,6.27
7822,2020/3/1,23:05:09,20.77400208,162.2869568,96.74043274,0,3.14E-13,0,1803601.156,396130.5938,66975.11719,8221.530273,1858.788086,62.04531097,89.547966,84.6625,514.1143799,23.1390625,902.6039429,512.152771,859.4639282,28.8901844,841.3703003,0,800,0,0,0,0,-3,0,0.8,0.004,-0.01,1.42,6.36,8888,16.8,63,31.20 N,121.39 E,5.65,7.07,6.3,6.31
7823,2020/3/1,23:05:21,19.18080139,165.6464386,97.04975891,0,3.39E-14,0,1803600.953,396131.5469,66975.44531,8221.530273,1858.788086,62.04531097,89.45391846,84.646875,514.1085815,23.13125,902.6958008,512.3104858,859.2399292,28.89362335,841.8862915,0,807,0,0,0,0,-4,0,0.8,0.004,0.04,1.41,6.365,8888,16.5,58,31.20 N,121.39 E,5.66,7.07,6.32,6.28
7824,2020/3/1,23:05:31,21.33491516,159.5203552,97.33164215,0,3.49E-15,0,1803600.609,396132.3906,66975.6875,8221.530273,1858.788086,62.02968597,89.46489716,84.63125,514.1505127,23.13125,902.6729126,512.3008423,859.2637939,28.87053871,841.5667725,0,797,0,0,0,0,-4,0,0.8,0.004,0.04,1.41,6.365,8888,16.3,66,31.20 N,121.39 E,5.66,7.07,6.32,6.28
7825,2020/3/1,23:05:41,19.94903564,161.6470947,97.31655121,0,3.68E-16,0,1803600.281,396133.2188,66975.96875,8221.530273,1858.788086,62.02187347,89.42221832,84.63125,514.1765137,23.13125,902.7906494,512.3654785,859.0567017,28.87998772,841.6734619,0,809,0,0,0,0,-4,0,0.7,0.004,0.04,1.41,6.365,8888,15.7,69,31.20 N,121.39 E,5.66,7.07,6.32,6.28
7826,2020/3/1,23:05:53,20.87211609,160.4436798,97.08247375,0,3.98E-17,0,1803599.828,396134.1719,66976.28906,8221.530273,1858.788086,62.04531097,89.37024689,84.6,514.2064819,23.1234375,902.4989624,512.4567261,858.9146118,28.86936951,842.0443115,0,806,0,0,0,0,-3,0,0.8,0.004,0.04,1.41,6.365,8888,15.9,82,31.20 N,121.39 E,5.66,7.07,6.32,6.28
7827,2020/3/1,23:06:03,20.16030884,163.6175995,97.37656403,0,4.20E-18,0,1803599.625,396134.875,66976.57813,8221.530273,1858.788086,62.02187347,89.43086243,84.6,514.1262207,23.1078125,902.6085205,512.3604126,858.9071045,28.8564415,841.7415771,0,802,0,0,0,0,-3,0,0.7,0.004,0,1.41,6.365,8888,15.6,70,31.20 N,121.39 E,5.66,7.07,6.3,6.3
7828,2020/3/1,23:06:13,21.8026886,162.5937958,97.52656555,0,4.32E-19,0,1803599.219,396135.7813,66976.82031,8221.53125,1858.788086,62.02968597,89.372612,84.5765625,514.2811279,23.115625,902.5754395,512.4483643,859.3353271,28.83221054,841.6743774,0,817,0,0,0,0,-3,0,0.8,0.002,0.11,1.4,6.36,8888,15.6,62,31.20 N,121.39 E,5.66,7.06,6.35,6.24
7829,2020/3/1,23:06:23,21.270401,163.7281342,97.58035278,0,4.56E-20,0,1803598.938,396136.5625,66977.10938,8221.53125,1858.788086,62.02187347,89.43564606,84.584375,514.1211548,23.115625,902.5482788,512.3529663,859.4525146,28.91204262,841.1948853,0,809,0,0,0,0,-3,0,0.8,0.003,0.09,1.38,6.36,8888,15.8,68,31.20 N,121.39 E,5.67,7.05,6.34,6.25
7830,2020/3/1,23:06:35,21.60647583,162.4855957,97.73342133,0,4.93E-21,0,1803598.734,396137.5156,66977.42969,8221.53125,1858.788086,61.99843597,89.46411896,84.553125,514.0588379,23.1,902.5535278,512.3095093,859.8407593,28.9020462,841.8759155,0,815,0,0,0,0,-4,0,0.8,0.002,0.1,1.39,6.355,8888,15.3,66,31.20 N,121.39 E,5.66,7.05,6.34,6.24
7831,2020/3/1,23:06:45,20.06440735,164.9494019,98.04223633,0,5.20E-22,0,1803598.469,396138.2813,66977.71875,8221.53125,1858.788086,61.97499847,89.51681519,84.553125,514.1118774,23.0921875,902.6298218,512.2471924,859.0750732,28.87989044,841.2539063,0,813,0,0,0,0,-3,0,0.8,0.002,0.1,1.39,6.355,8888,14.9,58,31.20 N,121.39 E,5.66,7.05,6.34,6.24
7832,2020/3/1,23:06:55,20.31350708,164.968811,97.72319031,0,5.35E-23,0,1803598.203,396139.0469,66977.96094,8221.53125,1858.788086,61.95156097,89.47621918,84.5296875,514.2886353,23.0921875,902.8486328,512.2966919,859.2265625,28.83120155,841.4057617,0,803,0,0,0,0,-3,0,0.9,0.005,0.1,1.38,6.36,8888,16,66,31.20 N,121.39 E,5.67,7.05,6.34,6.24
7833,2020/3/1,23:07:07,21.43751526,163.0482788,97.93649292,0,5.92E-24,0,1803597.75,396140,66978.28906,8221.53125,1858.788086,61.93593597,89.52866364,84.5296875,514.1520386,23.0921875,902.704895,512.2217407,859.2731934,28.86651993,841.4011841,0,808,0,0,0,0,-3,0,0.8,0.005,0.11,1.39,6.355,8888,14.9,69,31.20 N,121.39 E,5.66,7.05,6.35,6.24
7834,2020/3/1,23:07:17,21.16426086,163.0152283,97.85429382,0,6.09E-25,0,1803597.328,396140.9219,66978.57031,8221.53125,1858.788086,61.92812347,89.54545593,84.50625,514.1903687,23.084375,902.7744751,512.2011719,859.4802856,28.84805679,841.3634644,0,794,0,0,0,0,-3,0,0.8,0.007,0.09,1.39,6.365,8888,15.3,62,31.20 N,121.39 E,5.67,7.06,6.34,6.25
7835,2020/3/1,23:07:27,23.90211487,158.61586,98.27072144,0,6.43E-26,0,1803597.125,396141.625,66978.85938,8221.532227,1858.788086,61.92812347,89.51990509,84.50625,514.1782837,23.084375,902.7553711,512.2514648,859.3982544,28.83427429,841.1853027,0,792,0,0,0,0,-3,0,0.8,0.007,0.14,1.38,6.35,8888,15.8,68,31.20 N,121.39 E,5.66,7.04,6.36,6.22
7836,2020/3/1,23:07:39,23.26976013,159.5256653,98.08074951,0,6.95E-27,0,1803596.938,396142.5625,66979.1875,8221.532227,1858.788086,61.92812347,89.50145721,84.490625,514.2606812,23.06875,902.7389526,512.2850952,859.7692261,28.85550499,841.8996582,0,799,0,0,0,0,-3,0,0.9,0.004,0.19,1.36,6.35,8888,14.9,73,31.20 N,121.39 E,5.67,7.03,6.38,6.19
7837,2020/3/1,23:07:49,20.32058716,163.4880829,97.84766388,0,7.33E-28,0,1803596.594,396143.4063,66979.42969,8221.532227,1858.788086,61.90468597,89.44970703,84.475,514.2098389,23.0765625,902.833313,512.3706055,859.4174194,28.85920334,841.5396118,0,816,0,0,0,0,-3,0,1,0.004,0.17,1.36,6.35,8888,15.5,70,31.20 N,121.39 E,5.67,7.03,6.37,6.2
7838,2020/3/1,23:07:59,21.61930847,159.3132935,98.30036163,0,7.54E-29,0,1803596.25,396144.25,66979.71875,8221.532227,1858.788086,61.92031097,89.48262024,84.475,514.0831299,23.06875,902.7880249,512.3254395,859.1742554,28.87166405,841.2623901,0,788,0,0,0,0,-2,0,0.9,0.004,0.17,1.37,6.355,8888,15.5,80,31.20 N,121.39 E,5.67,7.04,6.37,6.2
7839,2020/3/1,23:08:09,21.49659729,158.3672943,98.27610016,0,7.95E-30,0,1803595.984,396145.0156,66980.00781,8221.533203,1858.788086,61.90468597,89.47703552,84.4515625,514.1280518,23.0609375,902.8156738,512.340332,859.788269,28.83023262,841.6343384,0,774,0,0,0,0,-2,0,0.9,0.003,0.18,1.36,6.35,8888,15.6,72,31.20 N,121.39 E,5.67,7.03,6.38,6.2
7840,2020/3/1,23:08:21,20.53611755,160.0636292,98.17409515,0,8.60E-31,0,1803595.781,396145.9688,66980.33594,8221.533203,1858.788086,61.88906097,89.52635956,84.44375,514.071106,23.053125,902.7733765,512.2658691,859.69104,28.87679482,841.4800415,0,787,0,0,0,0,-3,0,0.9,0.003,0.18,1.37,6.355,8888,16,68,31.20 N,121.39 E,5.67,7.04,6.37,6.19
7841,2020/3/1,23:08:31,19.53742981,162.049408,98.64647675,0,2.737293005,0,1803595.266,396146.7344,66980.57813,8221.537109,1858.788086,61.92031097,89.52312469,84.4359375,514.2263184,23.0609375,902.7113037,512.2704468,859.4918213,28.82165718,841.557251,0,801,0,0,0,0,-3,0,0.9,0.002,0.13,1.37,6.355,8888,15.8,65,31.20 N,121.39 E,5.67,7.04,6.35,6.22
7842,2020/3/1,23:08:41,12.80403137,172.8729553,98.58310699,0,0.298392922,0,1803594.859,396147.6406,66980.86719,8221.537109,1858.788086,61.90468597,89.37481689,84.428125,514.217041,23.0375,902.6245117,512.5076904,859.6585693,28.84663391,841.5546875,0,838,0,0,0,0,-3,0,0.9,0.002,0.28,1.35,6.345,8888,16.6,68,31.20 N,121.39 E,5.67,7.02,6.42,6.14
7843,2020/3/1,23:08:53,19.32020569,173.7041321,98.7952652,0,0.032524608,0,1803594.641,396148.6094,66981.19531,8221.537109,1858.788086,61.88906097,89.46930695,84.428125,514.1577148,23.0453125,902.6837769,512.3609619,859.3746338,28.84797859,841.5764771,0,842,0,0,0,0,-2,0,0.9,0.002,0.24,1.35,6.345,8888,15.6,62,31.20 N,121.39 E,5.67,7.02,6.4,6.16
7844,2020/3/1,23:09:03,22.83622742,168.0679169,98.89550781,0,0.003341629,0,1803594.375,396149.375,66981.48438,8221.537109,1858.788086,61.88124847,89.45779419,84.4203125,514.1525269,23.0375,902.7189331,512.3839722,859.3449707,28.86459732,841.8686523,0,849,0,0,0,0,-2,0,0.8,0.005,0.23,1.35,6.345,8888,16.2,63,31.20 N,121.39 E,5.67,7.02,6.39,6.16
7845,2020/3/1,23:09:13,17.43069458,173.2324829,98.72946167,0,0.000352411,0,1803594.094,396150.1563,66981.77344,8221.537109,1858.788086,61.84999847,89.43054962,84.4125,514.2226563,23.0375,902.8683472,512.4411621,859.3276978,28.8237114,841.6734619,0,847,0,0,0,0,-3,0,0.8,0.008,0.22,1.35,6.345,8888,16.9,54,31.20 N,121.39 E,5.67,7.02,6.39,6.17
7846,2020/3/1,23:09:25,18.3140564,172.1098938,98.72264862,0,3.81E-05,0,1803593.875,396151.125,66982.10156,8221.537109,1858.788086,61.88124847,89.45259094,84.396875,514.2688599,23.0296875,902.6893921,512.4094238,859.6300049,28.78928566,841.6173706,0,846,0,0,0,0,-3,0,0.8,0.008,0.18,1.35,6.345,8888,16.5,52,31.20 N,121.39 E,5.67,7.02,6.37,6.19
7847,2020/3/1,23:09:35,23.97747803,168.1715393,98.81732178,0,4.02E-06,0,1803593.469,396152.0313,66982.35156,8221.537109,1858.788086,61.88124847,89.59268951,84.3890625,514.1999512,23.0375,902.6941528,512.2012939,859.7626953,28.80540276,841.5772095,0,836,0,0,0,0,-3,0,0.8,0.008,0.14,1.35,6.345,8888,16.7,48,31.20 N,121.39 E,5.67,7.02,6.35,6.21
7848,2020/3/1,23:09:45,23.19680786,165.7708893,98.82480621,0,4.13E-07,0,1803593.203,396152.7969,66982.63281,8221.537109,1858.788086,61.88906097,89.57894897,84.38125,514.2622681,23.021875,902.651123,512.2316284,859.4841919,28.79367256,841.2243652,0,828,0,0,0,0,-3,0,0.8,0.008,0.12,1.35,6.345,8888,18,63,31.20 N,121.39 E,5.67,7.02,6.34,6.22
7849,2020/3/1,23:09:57,25.99891663,164.9241486,98.96298981,0,4.47E-08,0,1803592.922,396153.5781,66982.88281,8221.537109,1858.788086,61.84999847,89.53202057,84.365625,514.1303101,23.0140625,902.7245483,512.3054199,859.9838257,28.80382156,841.3477173,0,844,0,0,0,0,-3,0,0.8,0.008,0.1,1.35,6.345,8888,17.6,59,31.20 N,121.39 E,5.67,7.02,6.33,6.23
7850,2020/3/1,23:10:07,17.63398743,172.4246674,98.89424133,0,4.71E-09,0,1803592.641,396154.6094,66983.25781,8221.537109,1858.788086,61.84999847,89.61141205,84.35,514.2088623,23.021875,902.8617554,512.1989746,859.6530151,28.78886414,841.6405029,0,826,0,0,0,0,-3,0,0.8,0.008,0.06,1.35,6.345,8888,17.8,73,31.20 N,121.39 E,5.67,7.02,6.31,6.25
7851,2020/3/1,23:10:17,22.07949829,169.5270691,99.0503006,0,4.97E-10,0,1803592.297,396155.4531,66983.5,8221.537109,1858.788086,61.86562347,89.54068756,84.35,514.2404785,22.9984375,902.6342163,512.3078613,859.7254639,28.76670074,841.4122314,0,826,0,0,0,0,-3,0,0.7,0.008,0.02,1.36,6.35,8888,17.2,65,31.20 N,121.39 E,5.67,7.03,6.29,6.27
7852,2020/3/1,23:10:27,15.29295349,174.7025299,99.33426666,0,5.11E-11,0,1803592.016,396156.2344,66983.78906,8221.539063,1858.788086,61.85781097,89.61768341,84.35,514.2227783,22.9984375,902.8622437,512.2003174,859.6444092,28.78328133,841.2549438,0,822,0,0,0,0,-3,0,0.7,0.015,0.08,1.32,6.34,8888,17.1,61,31.20 N,121.39 E,5.68,7,6.31,6.23
7853,2020/3/1,23:10:39,23.50093079,167.1355896,99.07843018,0,5.53E-12,0,1803591.563,396157.4375,66984.125,8221.539063,1858.788086,61.84999847,89.69426727,84.334375,514.2150269,22.9984375,902.8424683,512.0797119,859.4202881,28.76679611,841.7322998,0,836,0,0,0,0,-3,0,0.6,0.007,0.04,1.32,6.34,8888,18,66,31.20 N,121.39 E,5.68,7,6.29,6.25
7854,2020/3/1,23:10:49,24.50535583,163.1734314,99.34182739,0,5.83E-13,0,1803591.219,396158.0313,66984.41406,8221.539063,1858.788086,61.88124847,89.70121002,84.3265625,514.2617798,22.990625,902.7591553,512.069397,859.8132324,28.76236725,841.0765991,0,829,0,0,0,0,-3,0,0.7,0.01,0.03,1.34,6.34,8888,17.9,62,31.20 N,121.39 E,5.67,7.01,6.29,6.26
7855,2020/3/1,23:10:59,25.22918701,164.954483,99.37049866,0,6.00E-14,0,1803591.188,396158.8125,66984.66406,8221.539063,1858.788086,61.86562347,89.6579361,84.2953125,514.2224121,23.00625,902.7952881,512.1468506,859.718811,28.7713623,841.388855,0,820,0,0,0,0,-3,0,0.6,0.01,-0.02,1.33,6.345,8888,17.6,59,31.20 N,121.39 E,5.68,7.01,6.27,6.29
7856,2020/3/1,23:11:11,19.26959229,162.3578339,99.49165344,0,6.65E-15,0,1803590.734,396159.7656,66984.99219,8221.539063,1858.788086,61.87343597,89.66235352,84.2953125,514.2520142,22.975,902.7510986,512.1578979,859.4870605,28.75286484,841.5950928,0,789,0,0,0,0,-3,0,0.7,0.008,-0.06,1.33,6.345,8888,17.1,66,31.20 N,121.39 E,5.68,7.01,6.25,6.31
7857,2020/3/1,23:11:21,22.81625366,156.8918915,99.52047729,0,6.84E-16,0,1803590.219,396160.7813,66985.28125,8221.539063,1858.788086,61.83437347,89.55667877,84.2796875,514.2039185,22.9828125,902.7619629,512.3236694,859.8162231,28.77481461,841.5125732,0,780,0,0,0,0,-3,0,0.7,0.008,-0.04,1.33,6.345,8888,16.3,66,31.20 N,121.39 E,5.68,7.01,6.26,6.3
7858,2020/3/1,23:11:31,21.46324158,158.8857422,99.4960022,0,7.21E-17,0,1803590.125,396161.375,66985.57031,8221.540039,1858.788086,61.81093597,89.52575684,84.2875,514.3171387,22.975,902.7025757,512.3693237,859.3288574,28.72602654,841.8557129,0,800,0,0,0,0,-3,0,0.7,0.008,-0.05,1.33,6.345,8888,16.3,66,31.20 N,121.39 E,5.68,7.01,6.26,6.31
7859,2020/3/1,23:11:44,19.74867249,164.1807098,99.50131226,0,7.80E-18,0,1803589.672,396162.3281,66985.90625,8221.541016,1858.788086,61.76406097,89.62880707,84.271875,514.2139282,22.975,903.0211182,512.2127075,859.369873,28.74415016,841.4244995,0,812,0,0,0,0,-3,0,0.7,0.032,0.06,1.28,6.34,8888,15.9,77,31.20 N,121.39 E,5.7,6.98,6.3,6.24
7860,2020/3/1,23:11:54,21.75730896,164.5715027,99.77089691,0,8.23E-19,0,1803589.656,396163.0938,66986.15625,8221.541016,1858.788086,61.74843597,89.56671906,84.25625,514.2574463,22.9671875,902.8793945,512.3188477,859.8427734,28.75202751,840.8707275,0,813,0,0,0,0,-3,0,0.7,0.032,0.01,1.3,6.34,8888,15.3,72,31.20 N,121.39 E,5.69,6.99,6.28,6.27
7861,2020/3/1,23:12:04,20.19508362,165.4234924,99.73186493,0,8.46E-20,0,1803589.063,396164.1875,66986.44531,8221.541016,1858.788086,61.75624847,89.64344025,84.240625,514.2872925,22.9671875,902.8724976,512.210022,859.8944092,28.73952484,841.8499756,0,809,0,0,0,0,-3,0,0.8,0.007,0.02,1.3,6.34,8888,15.6,65,31.20 N,121.39 E,5.69,6.99,6.29,6.27
7862,2020/3/1,23:12:14,21.30505371,163.7702026,99.63017273,0,8.93E-21,0,1803589.031,396164.7188,66986.73438,8221.541016,1858.788086,61.76406097,89.66365814,84.225,514.1607056,22.9515625,902.9586182,512.1982422,859.5709839,28.75706291,841.5256348,0,806,0,0,0,0,-3,0,0.9,0.007,0.03,1.3,6.34,8888,15.4,59,31.20 N,121.39 E,5.69,6.99,6.29,6.26
7863,2020/3/1,23:12:26,20.85588074,163.4390259,99.8967514,0,9.65E-22,0,1803588.516,396165.7344,66987.07031,8221.541016,1858.788086,61.77968597,89.51648712,84.225,514.1473999,22.94375,902.9292603,512.4160767,859.7055664,28.77886009,841.4274902,0,793,0,0,0,0,-3,0,0.8,0.006,0.03,1.3,6.34,8888,16,59,31.20 N,121.39 E,5.69,6.99,6.29,6.26
7864,2020/3/1,23:12:36,21.57652283,162.5777283,100.1317368,0,1.02E-22,0,1803588.25,396166.5,66987.32031,8221.541016,1858.788086,61.79531097,89.55799103,84.2171875,514.2615967,22.94375,902.7739868,512.3488159,859.7789917,28.76523399,841.7269287,0,818,0,0,0,0,-3,0,0.8,0.006,0.03,1.3,6.34,8888,17.3,68,31.20 N,121.39 E,5.69,6.99,6.29,6.26
7865,2020/3/1,23:12:46,16.7744751,170.1255188,99.96644592,0,1.05E-23,0,1803587.719,396167.5313,66987.60938,8221.541016,1858.788086,61.77968597,89.67125702,84.2171875,514.1569824,22.94375,902.7730713,512.1740112,860.1470947,28.77099609,841.3406982,0,823,0,0,0,0,-3,0,0.7,0.006,0.03,1.3,6.34,8888,18.3,62,31.20 N,121.39 E,5.69,6.99,6.29,6.26
7866,2020/3/1,23:12:58,22.22357178,165.4703217,99.97927856,0,2.767655849,0,1803587.516,396168.4844,66987.94531,8221.545898,1858.788086,61.77968597,89.64089966,84.2171875,514.1776123,22.9359375,902.8875122,512.2144775,859.3737183,28.75909996,841.2959595,0,826,0,0,0,0,-3,0,0.7,0.006,0,1.31,6.345,8888,18.6,63,31.20 N,121.39 E,5.69,7,6.28,6.28
7867,2020/3/1,23:13:08,23.75601196,164.1919556,99.76694489,0,0.909992039,0,1803587.422,396169.0781,66988.23438,8221.546875,1858.788086,61.78749847,89.57775116,84.225,514.204895,22.9515625,902.8219604,512.3084106,859.524231,28.77522659,841.1611938,0,811,0,0,0,0,-3,0,0.8,0.009,0.07,1.32,6.32,8888,18,61,31.20 N,121.39 E,5.66,6.98,6.29,6.22
7868,2020/3/1,23:13:18,21.13635254,163.7496796,99.35830688,0,0.095568113,0,1803587.078,396169.9219,66988.52344,8221.546875,1858.788086,61.78749847,89.66572571,84.225,514.1710205,22.928125,902.8739624,512.1766968,859.6148682,28.75875664,841.5581665,0,807,0,0,0,0,-3,0,0.7,0.016,0.08,1.36,6.32,8888,17.3,56,31.20 N,121.39 E,5.64,7,6.29,6.21
7869,2020/3/1,23:13:30,16.50779724,168.2606964,99.76642609,0,0.010344829,0,1803586.625,396170.875,66988.85938,8221.546875,1858.788086,61.77187347,89.62960815,84.25625,514.2363892,22.9359375,902.9874268,512.2367554,859.3775024,28.76392174,841.5377808,0,819,0,0,0,0,-3,0,0.7,0.016,0.07,1.37,6.325,8888,18,66,31.20 N,121.39 E,5.64,7.01,6.29,6.22
7870,2020/3/1,23:13:40,22.710495,162.5994873,99.64581299,0,0.001091153,0,1803586.344,396171.9063,66989.10938,8221.546875,1858.788086,61.78749847,89.52867126,84.2640625,514.2316895,22.9203125,902.8264771,512.3873901,859.0159302,28.75729179,841.4734497,0,818,0,0,0,0,-3,0,0.8,0.001,0.08,1.37,6.325,8888,17.8,72,31.20 N,121.39 E,5.64,7.01,6.29,6.21
7871,2020/3/1,23:13:50,21.13247681,166.6038666,99.7228775,0,0.00011227,0,1803586.25,396172.5,66989.39844,8221.546875,1858.788086,61.77968597,89.50965118,84.2484375,514.2331543,22.928125,903.0160522,512.4273071,859.2496948,28.73178101,841.2433472,0,826,0,0,0,0,-3,0,0.8,0.001,0.07,1.36,6.32,8888,17.1,70,31.20 N,121.39 E,5.64,7,6.29,6.22
7872,2020/3/1,23:14:00,19.5572052,168.1291962,99.75137329,0,1.18E-05,0,1803585.969,396173.2813,66989.6875,8221.546875,1858.788086,61.76406097,89.52225494,84.25625,514.2163086,22.9203125,902.8797607,512.4093018,859.2897949,28.74171066,841.409668,0,825,0,0,0,0,-3,0,0.8,0.003,0.08,1.37,6.325,8888,16.2,66,31.20 N,121.39 E,5.64,7.01,6.3,6.22
7873,2020/3/1,23:14:12,21.38858032,167.1002808,99.72407532,0,1.28E-06,0,1803585.516,396174.2344,66990.02344,8221.546875,1858.788086,61.76406097,89.70620728,84.2640625,514.1749878,22.9203125,902.9838257,512.1199951,859.6549072,28.76660347,841.4517212,0,814,0,0,0,0,-3,0,0.8,0.002,0.08,1.37,6.325,8888,16,66,31.20 N,121.39 E,5.64,7.01,6.3,6.22
7874,2020/3/1,23:14:22,22.64573669,165.6621399,99.59895325,0,1.35E-07,0,1803584.922,396175.3281,66990.27344,8221.546875,1858.788086,61.74843597,89.72970581,84.2640625,514.2363892,22.896875,902.9508057,512.0878296,859.6521606,28.75206184,841.3170776,0,818,0,0,0,0,-3,0,0.8,0.016,0.05,1.39,6.325,8888,16.6,59,31.20 N,121.39 E,5.63,7.02,6.28,6.23
7875,2020/3/1,23:14:32,17.35980225,168.8011932,99.85413361,0,0.760514319,0,1803585.141,396175.8594,66990.5625,8221.550781,1858.788086,61.77187347,89.5827713,84.25625,514.1791992,22.9125,902.7635498,512.3140259,859.7559814,28.7461338,841.6323242,0,819,0,0,0,0,-3,0,0.8,0.016,0.26,1.34,6.32,8888,17.7,58,31.20 N,121.39 E,5.65,6.99,6.38,6.12
7876,2020/3/1,23:14:44,19.61091614,168.4729767,99.65622711,0,0.080490828,0,1803584.625,396176.875,66990.89063,8221.550781,1858.788086,61.75624847,89.59111786,84.2484375,514.2163086,22.9046875,902.8961182,512.3110962,859.8076172,28.75863838,841.4713745,0,835,0,0,0,0,-3,0,0.8,0.016,0.19,1.35,6.315,8888,16.8,76,31.20 N,121.39 E,5.64,6.99,6.35,6.16
7877,2020/3/1,23:14:54,16.802948,170.9982758,99.81361389,0,0.008238745,0,1803584.344,396177.6563,66991.1875,8221.550781,1858.788086,61.75624847,89.64910889,84.2640625,514.2610474,22.8890625,902.8549805,512.2214355,859.4500122,28.73191643,841.5389404,0,846,0,0,0,0,-3,0,0.8,0.016,0.18,1.35,6.315,8888,16.5,66,31.20 N,121.39 E,5.64,6.99,6.34,6.16
7878,2020/3/1,23:15:04,21.36035156,168.3792419,99.8649826,0,0.000868712,0,1803583.813,396178.6875,66991.4375,8221.550781,1858.788086,61.77187347,89.6305542,84.271875,514.2532959,22.8890625,902.6951294,512.2496338,859.4118652,28.72830391,841.3579102,0,839,0,0,0,0,-3,0,0.8,0.005,0.18,1.35,6.315,8888,15.8,72,31.20 N,121.39 E,5.64,6.99,6.34,6.16
7879,2020/3/1,23:15:16,21.48213196,167.3242035,99.78012085,0,9.39E-05,0,1803583.547,396179.7031,66991.76563,8221.550781,1858.788086,61.70937347,89.58827972,84.2484375,514.1627197,22.8890625,903.1118774,512.3164063,859.5405884,28.73195648,841.6420898,0,819,0,0,0,0,-3,0,0.8,0.005,0.18,1.35,6.315,8888,15.9,75,31.20 N,121.39 E,5.64,6.99,6.34,6.16
7880,2020/3/1,23:15:26,25.93493652,159.9017487,99.9968338,0,9.66E-06,0,1803583.266,396180.4844,66992.05469,8221.550781,1858.788086,61.73281097,89.67186737,84.25625,514.2738647,22.88125,902.6774902,512.1976318,859.9294434,28.73546219,841.4249268,0,804,0,0,0,0,-3,0,0.8,0.005,0.18,1.35,6.315,8888,15.5,55,31.20 N,121.39 E,5.64,6.99,6.34,6.16
7881,2020/3/1,23:15:36,21.56254578,163.5096741,97.98628998,0,1.02E-06,0,1803583.172,396181.0781,66992.34375,8221.550781,1858.788086,61.71718597,89.74330139,84.25625,514.2994995,22.8890625,902.9453735,512.0933228,859.8283081,28.72514153,841.0016479,0,795,0,0,0,0,-3,0,0.8,0.065,0.19,1.35,6.315,8888,15.5,55,31.20 N,121.39 E,5.64,6.99,6.34,6.15
7882,2020/3/1,23:15:48,24.22360229,161.7913055,96.47595978,0,1.10E-07,0,1803582.656,396182.0938,66992.58594,8221.550781,1858.788086,61.72499847,89.56317139,84.25625,514.2593384,22.88125,902.7595825,512.3706055,859.2901611,28.7395916,841.5792236,0,817,0,0,0,0,-3,0,0.8,0.095,0.18,1.35,6.315,8888,15.6,68,31.20 N,121.39 E,5.64,6.99,6.34,6.16
7883,2020/3/1,23:15:58,24.87420654,161.692688,93.89453888,0,1.16E-08,0,1803582.188,396183.0625,66992.89844,8221.550781,1858.788086,61.71718597,89.64832306,84.31875,514.2258301,22.865625,902.8130493,512.2435913,859.0371704,28.74342728,841.6690674,0,824,0,0,0,0,-3,0,0.7,0.095,0.18,1.32,6.32,8888,15.6,70,31.20 N,121.39 E,5.66,6.98,6.35,6.17
7884,2020/3/1,23:16:08,19.40744019,165.7672272,92.17495728,0,1.23E-09,0,1803582.109,396183.8906,66993.16406,8221.550781,1858.788086,61.69374847,89.56710052,84.3265625,514.2449341,22.865625,902.9890747,512.3861084,859.1467285,28.70699883,841.5841064,0,818,0,0,0,0,-3,0,0.7,0.095,0.18,1.34,6.32,8888,16.2,70,31.20 N,121.39 E,5.65,6.99,6.34,6.16
