Time,FuelConsumptionRate,FuelConsumption,MEFOInTemp,FCMFODensity,MESFOC_kw,MESFOC_nmile,EngineSpeed,METorque,MEShaftPow,ShipSpdToWater,ShipSpd,ShipHeel,ShipTrim,ShipDraft,ShipSlip,WindSpd,WindDirection,Latitude,Longitude
1900-01-01 00:00:06,300.5684204,1787793.156,76.63906097,890.5205688,220.843811,31.30920982,47,277,1361,9.6,9.552,0.14,1.76,8.2,-1.065702558,23.1,28,28.40 N,123.25 E
1900-01-01 00:00:18,294.8908691,1787793.672,76.63906097,890.4022827,221.8892975,31.04114342,46,272,1329,9.5,9.552,-0.04,1.68,8.22,-2.187129021,23.3,27,28.40 N,123.25 E
1900-01-01 00:00:28,293.7893677,1787793.828,76.63906097,890.4424438,221.2269287,30.92519569,46,272,1328,9.5,9.561,0.17,1.92,8.11,-2.187129021,24.3,28,28.40 N,123.25 E
1900-01-01 00:00:38,296.9045715,1787794.391,76.65468597,890.3053589,220.7468872,31.58559227,47,274,1345,9.4,9.561,0.02,2.25,8.025,1.03983295,24.2,26,28.40 N,123.25 E
1900-01-01 00:00:50,291.8823853,1787794.922,76.63906097,890.5061035,215.8893433,30.72446251,46,274,1352,9.5,9.561,0.04,2.2,8.02,-2.187129021,25.4,27,28.40 N,123.25 E
1900-01-01 00:01:00,294.2294312,1787795.344,76.63124847,890.4241333,223.4088287,30.97151947,46,270,1317,9.5,9.566,-0.14,2.14,8.06,-2.187129021,24.4,27,28.40 N,123.25 E
1900-01-01 00:01:10,296.8587646,1787796.0,76.62343597,890.4778442,223.0343781,31.24829102,46,272,1331,9.5,9.582,0.18,1.77,8.125,-2.187129021,24.4,27,28.40 N,123.25 E
1900-01-01 00:01:20,290.2593689,1787796.313,76.63906097,890.432373,214.8477936,30.55361748,46,275,1351,9.5,9.571,0.09,1.9,8.16,-2.187129021,24.9,28,28.40 N,123.25 E
1900-01-01 00:01:32,297.920166,1787796.828,76.64687347,890.307312,221.3374176,31.36001778,46,275,1346,9.5,9.571,0.43,2.13,8.055,-2.187129021,24.1,30,28.40 N,123.25 E
1900-01-01 00:01:42,284.983429,1787797.328,76.61562347,890.6027222,212.357254,29.99825478,46,273,1342,9.5,9.571,0.29,2.06,8.13,-2.187129021,23.9,28,28.40 N,123.25 E
1900-01-01 00:01:52,295.0987549,1787797.906,76.62343597,890.414856,221.3794098,31.06302643,46,272,1333,9.5,9.563,-0.17,2.23,8.015,-2.187129021,23.1,28,28.40 N,123.25 E
1900-01-01 00:02:04,288.8662415,1787798.438,76.62343597,890.6165161,220.5085754,30.09023285,46,268,1310,9.6,9.573,-0.08,2.19,8.055,-3.262783051,22.5,30,28.40 N,123.25 E
1900-01-01 00:02:14,294.3836975,1787798.75,76.63906097,890.371521,219.1985779,30.98775673,46,273,1343,9.5,9.573,0.2,2.03,8.115,-2.187129021,23.3,27,28.40 N,123.25 E
1900-01-01 00:02:24,288.4110718,1787799.0,76.64687347,890.3223267,215.3928833,30.35906029,47,273,1339,9.5,9.574,-0.07,2.19,8.065,-0.01293477,24.0,30,28.41 N,123.25 E
1900-01-01 00:02:36,289.1610107,1787799.453,76.65468597,890.1051025,222.7742767,30.43800163,45,267,1298,9.5,9.574,-0.24,2.29,7.905,-4.45795393,24.3,30,28.41 N,123.25 E
1900-01-01 00:02:46,297.9292297,1787800.094,76.63906097,890.227478,224.8522491,31.03429413,46,270,1325,9.6,9.574,0.09,2.8,7.87,-3.262783051,23.8,30,28.41 N,123.25 E
1900-01-01 00:02:56,295.2087708,1787800.422,76.63124847,890.3236084,219.3230133,30.75091362,46,274,1346,9.6,9.574,-0.28,2.16,8.02,-3.262783051,24.2,27,28.41 N,123.25 E
1900-01-01 00:03:09,289.8013306,1787800.922,76.60781097,890.5394287,221.0536499,30.50540352,47,269,1311,9.5,9.582,-0.03,2.47,8.005,-0.01293477,25.5,28,28.41 N,123.25 E
1900-01-01 00:03:19,289.7843323,1787801.438,76.57656097,890.40979,222.3977966,30.18586731,46,268,1303,9.6,9.582,-0.05,2.43,8.005,-3.262783051,25.0,30,28.41 N,123.25 E
1900-01-01 00:03:29,293.8716431,1787802.078,76.62343597,890.2972412,217.6826935,30.61162949,46,275,1350,9.6,9.569,-0.06,1.93,8.105,-3.262783051,24.8,27,28.41 N,123.25 E
1900-01-01 00:03:39,295.0434265,1787802.344,76.61562347,890.463623,220.3460999,30.73369026,47,275,1339,9.6,9.569,-0.16,1.97,8.085,-1.065702558,24.1,27,28.41 N,123.25 E
1900-01-01 00:03:51,298.344635,1787802.859,76.62343597,890.3433838,218.5675049,31.07756615,47,277,1365,9.6,9.575,0.03,2.03,8.105,-1.065702558,23.0,26,28.41 N,123.25 E
1900-01-01 00:04:01,291.5793152,1787803.188,76.59999847,890.5049438,225.8553925,30.6925602,46,267,1291,9.5,9.575,-0.23,2.11,8.155,-2.187129021,24.3,27,28.41 N,123.25 E
1900-01-01 00:04:11,299.6400146,1787803.75,76.60781097,890.513855,228.7328339,31.54105377,46,268,1310,9.5,9.577,0.17,2.28,8.04,-2.187129021,24.1,26,28.41 N,123.25 E
1900-01-01 00:04:23,287.230072,1787804.281,76.59999847,890.4009399,215.3148956,29.9197998,46,271,1334,9.6,9.577,0.32,1.76,8.22,-3.262783051,24.3,27,28.41 N,123.25 E
1900-01-01 00:04:33,283.3085022,1787804.594,76.60781097,890.279541,215.6076813,29.51130295,46,269,1314,9.6,9.577,0.26,2.29,8.045,-3.262783051,24.0,27,28.41 N,123.25 E
1900-01-01 00:04:43,291.6410522,1787805.109,76.59218597,890.3961792,215.0745239,30.37927628,46,274,1356,9.6,9.564,-0.01,1.68,8.23,-3.262783051,23.8,27,28.41 N,123.25 E
1900-01-01 00:04:55,293.0758972,1787805.625,76.62343597,890.5203247,217.4153595,30.52873993,47,275,1348,9.6,9.564,-0.4,2.0,8.07,-1.065702558,24.0,26,28.41 N,123.25 E
1900-01-01 00:05:05,298.9527588,1787806.203,76.61562347,890.2364502,228.5571594,31.46871185,46,269,1308,9.5,9.564,0.11,2.04,8.16,-2.187129021,23.7,27,28.41 N,123.25 E
1900-01-01 00:05:15,294.4550781,1787806.766,76.61562347,890.3816528,226.8529053,30.99527168,46,267,1298,9.5,9.548,0.09,2.14,8.13,-2.187129021,24.3,26,28.41 N,123.25 E
1900-01-01 00:05:25,290.0488281,1787806.828,76.59218597,890.4333496,221.9195251,30.21341896,47,268,1307,9.6,9.559,0.02,2.19,8.055,-1.065702558,24.0,27,28.41 N,123.25 E
1900-01-01 00:05:37,281.1901245,1787807.359,76.59218597,890.4658813,216.4666138,29.29063797,46,267,1299,9.6,9.542,0.37,1.91,8.185,-3.262783051,24.7,27,28.41 N,123.25 E
1900-01-01 00:05:47,287.6083374,1787807.859,76.62343597,890.3798218,213.9942932,29.95920181,46,272,1344,9.6,9.542,-0.24,2.26,7.99,-3.262783051,25.1,26,28.41 N,123.25 E
1900-01-01 00:05:57,294.2138367,1787808.438,76.59999847,890.3990479,220.2199402,30.64727402,47,272,1336,9.6,9.541,-0.07,2.05,8.135,-1.065702558,24.3,28,28.41 N,123.25 E
1900-01-01 00:06:09,284.6412964,1787808.953,76.59218597,890.2728882,215.800827,29.65013504,47,270,1319,9.6,9.523,0.19,1.92,8.16,-1.065702558,25.7,27,28.41 N,123.25 E
1900-01-01 00:06:19,293.2462463,1787809.281,76.56874847,890.3412476,223.5108643,30.54648399,47,269,1312,9.6,9.53,0.01,2.13,8.085,-1.065702558,24.4,21,28.41 N,123.25 E
1900-01-01 00:06:29,292.8661499,1787809.594,76.57656097,890.3751831,223.0511475,30.50689125,46,269,1313,9.6,9.53,-0.12,1.91,8.095,-3.262783051,24.0,28,28.41 N,123.25 E
1900-01-01 00:06:41,287.2967834,1787810.125,76.58437347,890.4996338,219.8139191,29.92674828,46,268,1307,9.6,9.53,-0.22,2.13,7.975,-3.262783051,23.8,27,28.41 N,123.25 E
1900-01-01 00:06:51,294.0437012,1787810.688,76.56093597,890.5341797,219.599472,30.62955284,46,272,1339,9.6,9.53,0.38,2.02,8.12,-3.262783051,24.3,27,28.41 N,123.25 E
1900-01-01 00:07:01,292.0601501,1787811.0,76.55312347,890.4102173,219.594101,30.42293167,46,272,1330,9.6,9.505,0.11,2.09,8.165,-3.262783051,24.2,27,28.41 N,123.25 E
1900-01-01 00:07:11,289.1402588,1787811.578,76.55312347,890.3870239,225.1871185,30.11877632,46,265,1284,9.6,9.505,-0.17,2.05,8.085,-3.262783051,24.2,27,28.41 N,123.25 E
1900-01-01 00:07:23,294.3200989,1787812.109,76.58437347,890.4893799,222.4641724,30.65834427,46,270,1323,9.6,9.492,0.16,2.3,7.97,-3.262783051,24.1,28,28.41 N,123.25 E
1900-01-01 00:07:33,296.4853516,1787812.422,76.56093597,890.600769,218.6470184,30.88389015,47,277,1356,9.6,9.492,-0.01,2.22,8.07,-1.065702558,23.5,26,28.41 N,123.25 E
1900-01-01 00:07:43,293.5495605,1787812.75,76.56093597,890.5565796,226.1552887,30.57807922,47,268,1298,9.6,9.51,0.32,2.19,8.155,-1.065702558,24.0,24,28.41 N,123.25 E
1900-01-01 00:07:55,295.5802002,1787813.266,76.55312347,890.5220337,219.7622375,30.78960419,47,274,1345,9.6,9.487,0.4,2.2,8.14,-1.065702558,24.7,27,28.41 N,123.25 E
1900-01-01 00:08:05,293.3853455,1787813.844,76.56874847,890.4693604,222.2616272,30.56097412,46,270,1320,9.6,9.487,-0.03,2.46,8.06,-3.262783051,24.9,26,28.41 N,123.25 E
1900-01-01 00:08:15,295.3283386,1787814.406,76.58437347,890.5410767,222.0513763,30.76336861,46,271,1330,9.6,9.479,0.14,2.25,8.125,-3.262783051,24.1,26,28.41 N,123.25 E
1900-01-01 00:08:27,292.6021423,1787814.563,76.56874847,890.4813232,220.9985962,30.47938919,47,272,1324,9.6,9.48,0.09,2.38,8.08,-1.065702558,23.1,26,28.41 N,123.25 E
1900-01-01 00:08:37,290.2063599,1787815.0,76.56093597,890.5299683,220.3541107,30.22982979,46,269,1317,9.6,9.483,0.23,1.99,8.155,-3.262783051,24.7,27,28.42 N,123.25 E
1900-01-01 00:08:47,295.8087769,1787815.516,76.55312347,890.5443726,223.0835419,31.13776588,46,271,1326,9.5,9.483,0.01,2.23,8.025,-2.187129021,24.3,27,28.42 N,123.25 E
1900-01-01 00:08:59,293.6723328,1787816.078,76.53749847,890.5429077,220.1441803,30.91287804,46,272,1334,9.5,9.483,0.28,2.14,8.06,-2.187129021,23.5,23,28.42 N,123.25 E
1900-01-01 00:09:09,295.3535461,1787816.234,76.56093597,890.4649048,224.432785,30.76599503,46,269,1316,9.6,9.475,-0.27,2.07,8.105,-3.262783051,23.3,26,28.42 N,123.25 E
1900-01-01 00:09:19,298.4516602,1787816.922,76.56874847,890.3885498,224.3997498,31.0887146,47,271,1330,9.6,9.475,0.26,2.16,8.06,-1.065702558,23.5,24,28.42 N,123.25 E
1900-01-01 00:09:29,291.4484253,1787817.5,76.58437347,890.3527832,217.01297,30.67878151,46,272,1343,9.5,9.478,-0.04,2.07,8.115,-2.187129021,24.0,24,28.42 N,123.25 E
1900-01-01 00:09:41,289.9412231,1787817.953,76.57656097,890.3947754,219.8189697,30.52012825,47,269,1319,9.5,9.468,0.28,2.42,7.99,-0.01293477,24.6,28,28.42 N,123.25 E
1900-01-01 00:09:51,288.4617004,1787818.156,76.55312347,890.4686279,228.937851,30.36438942,47,259,1260,9.5,9.483,0.05,2.5,7.97,-0.01293477,23.8,27,28.42 N,123.25 E
1900-01-01 00:10:01,259.1295166,1787818.594,76.52187347,890.1887207,228.9129944,27.27679062,46,230,1132,9.5,9.483,-0.06,2.29,7.945,-2.187129021,23.9,30,28.42 N,123.25 E
1900-01-01 00:10:13,254.1799316,1787819.359,76.51406097,890.3051758,236.8871613,27.04041862,46,220,1073,9.4,9.41,-0.36,2.18,8.08,-1.111474991,23.9,33,28.42 N,123.25 E
1900-01-01 00:10:23,259.9594116,1787819.375,76.46718597,890.3956909,236.1120911,27.65525627,46,228,1101,9.4,9.404,-0.08,2.23,8.085,-1.111474991,23.5,31,28.42 N,123.25 E
1900-01-01 00:10:33,265.1681824,1787819.578,76.45937347,890.4359741,235.2867584,28.2093811,46,233,1127,9.4,9.326,-0.1,2.43,8.015,-1.111474991,23.7,35,28.42 N,123.25 E
1900-01-01 00:10:45,274.8303528,1787819.844,76.47499847,890.5154419,228.0749817,29.23727226,46,246,1205,9.4,9.326,-0.46,2.13,8.025,-1.111474991,23.3,37,28.42 N,123.25 E
1900-01-01 00:10:55,281.921051,1787820.797,76.48281097,890.4979248,217.0292969,29.99160194,46,266,1299,9.4,9.252,-0.47,1.87,8.105,-1.111474991,22.7,35,28.42 N,123.25 E
1900-01-01 00:11:05,299.8790283,1787821.047,76.51406097,890.5134888,213.437027,32.24505615,47,287,1405,9.3,9.222,-0.01,1.78,8.2,2.092600584,22.1,33,28.42 N,123.25 E
1900-01-01 00:11:15,302.6174927,1787821.25,76.55312347,890.4561157,215.0799561,32.53951645,46,289,1407,9.3,9.222,0.08,2.23,8.035,-0.035821024,22.6,33,28.42 N,123.25 E
1900-01-01 00:11:27,298.4726868,1787821.828,76.57656097,890.2971802,222.9071655,32.09383774,46,275,1339,9.3,9.265,0.29,2.52,7.93,-0.035821024,22.3,30,28.42 N,123.25 E
1900-01-01 00:11:37,292.249054,1787822.703,76.53749847,890.3946533,224.4616394,31.0903244,46,266,1302,9.4,9.26,0.24,2.42,8.05,-1.111474991,22.7,34,28.42 N,123.25 E
1900-01-01 00:11:47,293.1803894,1787822.781,76.54531097,890.4015503,231.0326233,31.18940353,46,262,1269,9.4,9.277,0.08,2.42,8.03,-1.111474991,23.0,34,28.42 N,123.25 E
1900-01-01 00:11:59,286.1894531,1787823.313,76.52187347,890.4879761,221.3375549,30.44568634,46,265,1293,9.4,9.277,0.24,2.3,7.96,-1.111474991,23.5,31,28.42 N,123.25 E
1900-01-01 00:12:09,294.1221313,1787823.5,76.54531097,890.4464722,218.6781616,31.28958893,46,275,1345,9.4,9.269,0.16,2.18,8.0,-1.111474991,23.1,33,28.42 N,123.25 E
1900-01-01 00:12:19,293.7720032,1787824.453,76.54531097,890.4303589,216.6460266,31.25234032,47,277,1356,9.4,9.269,0.21,2.28,8.08,1.03983295,22.9,35,28.42 N,123.25 E
1900-01-01 00:12:32,295.7294006,1787824.594,76.54531097,890.4160156,218.250473,31.4605751,46,277,1355,9.4,9.316,-0.07,2.3,8.07,-1.111474991,22.6,35,28.42 N,123.25 E
1900-01-01 00:12:42,294.3468933,1787825.281,76.54531097,890.484436,218.034729,30.9838829,46,276,1350,9.5,9.316,-0.06,2.39,7.975,-2.187129021,22.5,28,28.42 N,123.25 E
1900-01-01 00:12:52,296.4215088,1787825.563,76.54531097,890.5567627,221.8723907,31.20226479,46,273,1336,9.5,9.32,-0.12,1.95,8.045,-2.187129021,23.0,35,28.42 N,123.25 E
1900-01-01 00:13:02,297.074707,1787826.359,76.55312347,890.4553223,223.3644409,31.27102089,46,272,1330,9.5,9.332,0.12,2.09,8.045,-2.187129021,22.8,34,28.42 N,123.25 E
1900-01-01 00:13:14,289.9321594,1787826.578,76.55312347,890.3932495,215.7233276,30.84384727,46,275,1344,9.4,9.332,0.12,1.99,8.145,-1.111474991,22.5,34,28.42 N,123.25 E
1900-01-01 00:13:24,286.0918579,1787826.969,76.49843597,890.6481323,216.2447968,30.43530464,46,271,1323,9.4,9.354,0.4,2.41,7.995,-1.111474991,22.9,31,28.42 N,123.25 E
1900-01-01 00:13:34,290.0740356,1787827.234,76.49843597,890.5961304,216.4731598,30.53410912,46,274,1340,9.5,9.357,0.09,2.2,8.12,-2.187129021,23.0,34,28.42 N,123.25 E
1900-01-01 00:13:46,299.4231262,1787827.75,76.53749847,890.4187012,221.139679,31.51822472,46,277,1354,9.5,9.374,0.1,1.91,8.105,-2.187129021,22.5,33,28.42 N,123.25 E
1900-01-01 00:13:56,295.457489,1787828.25,76.55312347,890.4365845,218.8574066,31.10078812,47,277,1350,9.5,9.374,0.18,1.97,8.155,-0.01293477,22.6,30,28.42 N,123.25 E
1900-01-01 00:14:06,295.5165405,1787828.938,76.54531097,890.5199585,214.4532166,31.10700417,47,280,1378,9.5,9.38,-0.25,2.35,7.995,-0.01293477,22.2,31,28.42 N,123.25 E
1900-01-01 00:14:18,292.4356079,1787829.656,76.53749847,890.5397949,219.7111969,30.78269577,46,274,1331,9.5,9.405,0.2,2.42,8.0,-2.187129021,23.1,34,28.42 N,123.25 E
1900-01-01 00:14:28,298.5291748,1787829.672,76.55312347,890.4889526,225.8163147,31.09678841,46,271,1322,9.6,9.39,0.35,2.36,7.99,-3.262783051,22.6,33,28.42 N,123.25 E
1900-01-01 00:14:38,289.5474548,1787830.172,76.55312347,890.4333496,216.0801849,30.16119385,47,273,1340,9.6,9.39,0.02,2.02,8.11,-1.065702558,22.9,33,28.42 N,123.25 E
1900-01-01 00:14:50,295.091217,1787830.797,76.54531097,890.4597778,225.4325562,30.73866844,46,270,1309,9.6,9.403,0.28,2.24,8.09,-3.262783051,22.6,30,28.42 N,123.25 E
1900-01-01 00:15:00,295.7580872,1787831.563,76.55312347,890.4575195,223.8895416,31.13243103,46,271,1321,9.5,9.433,-0.18,2.34,8.07,-2.187129021,22.5,33,28.42 N,123.25 E
1900-01-01 00:15:10,294.4229736,1787831.578,76.56874847,890.5610962,218.739212,30.99189186,47,276,1346,9.5,9.433,0.08,2.33,7.995,-0.01293477,22.8,33,28.42 N,123.25 E
1900-01-01 00:15:20,298.3457642,1787832.078,76.55312347,890.6721802,223.3126984,31.40481758,47,274,1336,9.5,9.417,-0.08,2.16,8.08,-0.01293477,22.6,30,28.42 N,123.25 E
1900-01-01 00:15:32,292.5946655,1787832.531,76.57656097,890.387085,218.191391,30.79943848,47,273,1341,9.5,9.429,-0.05,2.2,8.07,-0.01293477,22.6,35,28.43 N,123.25 E
1900-01-01 00:15:42,292.8435669,1787833.234,76.51406097,890.6203003,224.9182587,30.82563782,46,268,1302,9.5,9.437,0.0,2.3,8.02,-2.187129021,22.3,30,28.43 N,123.25 E
1900-01-01 00:15:52,288.0429077,1787833.25,76.52187347,890.6401978,217.0632324,30.32030678,46,270,1327,9.5,9.462,-0.02,2.01,8.145,-2.187129021,23.2,34,28.43 N,123.25 E
1900-01-01 00:16:04,288.4535828,1787833.781,76.50624847,890.6547241,215.4246368,30.36353493,47,273,1339,9.5,9.452,0.13,2.02,8.12,-0.01293477,22.4,34,28.43 N,123.24 E
1900-01-01 00:16:14,294.5694885,1787834.266,76.51406097,890.5620117,226.5919189,31.00731468,47,267,1300,9.5,9.454,0.38,2.69,7.965,-0.01293477,23.2,30,28.43 N,123.24 E
1900-01-01 00:16:24,287.1458435,1787835.156,76.50624847,890.5576172,222.5936737,29.911026,46,266,1290,9.6,9.473,0.21,2.47,8.075,-3.262783051,22.2,30,28.43 N,123.24 E
1900-01-01 00:16:36,293.4272766,1787835.672,76.51406097,890.548645,223.8194275,30.56534195,46,268,1311,9.6,9.476,0.33,2.42,7.99,-3.262783051,22.4,30,28.43 N,123.24 E
1900-01-01 00:16:46,293.9745789,1787835.703,76.55312347,890.5263672,222.0351868,30.6223526,46,271,1324,9.6,9.476,0.19,1.99,8.065,-3.262783051,22.8,30,28.43 N,123.24 E
1900-01-01 00:16:56,290.1251831,1787836.016,76.51406097,890.5692749,218.9624023,30.53949356,46,270,1325,9.5,9.476,0.08,1.91,8.095,-2.187129021,22.8,30,28.43 N,123.24 E
1900-01-01 00:17:06,293.9658508,1787836.891,76.52968597,890.7803955,218.7245941,30.94377327,46,273,1344,9.5,9.455,0.14,2.28,8.1,-2.187129021,22.9,30,28.43 N,123.24 E
1900-01-01 00:17:18,292.0707703,1787837.031,76.52187347,890.406311,221.9382782,30.42403793,46,270,1316,9.6,9.48,0.34,2.29,8.065,-3.262783051,22.9,30,28.43 N,123.24 E
1900-01-01 00:17:28,289.1988831,1787837.438,76.56093597,890.3250122,220.5941162,30.12488365,46,269,1311,9.6,9.48,0.14,2.61,7.925,-3.262783051,23.3,30,28.43 N,123.24 E
1900-01-01 00:17:38,290.6357727,1787837.938,76.53749847,890.473999,218.0313416,30.27455902,46,271,1333,9.6,9.475,-0.11,1.64,8.17,-3.262783051,22.7,28,28.43 N,123.24 E
1900-01-01 00:17:50,297.0123901,1787838.453,76.54531097,890.5465698,220.9913635,31.26446152,46,273,1344,9.5,9.471,-0.13,2.0,8.07,-2.187129021,23.3,27,28.43 N,123.24 E
1900-01-01 00:18:00,293.6847229,1787838.953,76.56093597,890.4046021,219.8238983,30.59215927,47,274,1336,9.6,9.462,0.38,2.22,8.12,-1.065702558,23.6,33,28.43 N,123.24 E
1900-01-01 00:18:10,292.6586914,1787839.094,76.54531097,890.3935547,224.0878143,30.80617714,47,269,1306,9.5,9.482,0.38,1.85,8.245,-0.01293477,23.2,30,28.43 N,123.24 E
1900-01-01 00:18:22,288.6583862,1787840.125,76.55312347,890.4013062,215.9000702,30.06858253,47,272,1337,9.6,9.5,0.01,1.83,8.215,-1.065702558,22.0,33,28.43 N,123.24 E
1900-01-01 00:18:32,294.0516357,1787840.188,76.55312347,890.4398193,223.7835846,30.95280457,46,269,1314,9.5,9.502,-0.1,2.07,8.055,-2.187129021,21.8,33,28.43 N,123.24 E
1900-01-01 00:18:42,298.7507935,1787840.625,76.54531097,890.5549927,224.7936707,31.44745255,47,271,1329,9.5,9.498,0.13,2.1,8.09,-0.01293477,21.7,30,28.43 N,123.24 E
1900-01-01 00:18:52,296.3624573,1787841.016,76.52187347,890.6553345,223.5010986,31.19604874,47,271,1326,9.5,9.514,0.32,2.02,8.12,-0.01293477,21.9,31,28.43 N,123.24 E
1900-01-01 00:19:04,299.90979,1787841.797,76.54531097,890.5400391,224.3154755,31.56945229,46,273,1337,9.5,9.514,0.2,2.06,8.1,-2.187129021,22.2,30,28.43 N,123.24 E
1900-01-01 00:19:14,297.4710083,1787842.109,76.53749847,890.5880127,222.9917603,31.31273842,46,273,1334,9.5,9.534,0.37,2.31,8.015,-2.187129021,22.1,30,28.43 N,123.24 E
1900-01-01 00:19:24,294.0817566,1787842.547,76.54531097,890.4813232,220.4510956,30.95597458,47,273,1334,9.5,9.507,0.01,2.27,8.055,-0.01293477,23.0,30,28.43 N,123.24 E
1900-01-01 00:19:36,296.9944458,1787843.063,76.54531097,890.5053711,222.4677429,31.26257324,47,272,1335,9.5,9.538,-0.19,2.02,8.14,-0.01293477,22.8,28,28.43 N,123.24 E
1900-01-01 00:19:46,290.8927307,1787843.703,76.55312347,890.4306641,218.8809052,30.62028694,46,272,1329,9.5,9.538,0.22,2.08,8.07,-2.187129021,22.9,31,28.43 N,123.24 E
1900-01-01 00:19:56,289.875824,1787843.969,76.56093597,890.5601196,215.8420105,30.51324463,46,274,1343,9.5,9.542,-0.16,2.2,8.09,-2.187129021,22.4,31,28.43 N,123.24 E
1900-01-01 00:20:08,302.1165771,1787844.484,76.54531097,890.3912354,224.1220856,31.47047615,46,275,1348,9.6,9.538,-0.07,2.06,8.13,-3.262783051,21.6,33,28.43 N,123.24 E
1900-01-01 00:20:18,295.4063416,1787844.984,76.57656097,890.4001465,225.8458252,31.09540367,46,269,1308,9.5,9.546,0.22,2.41,8.055,-2.187129021,21.7,33,28.43 N,123.24 E
1900-01-01 00:20:28,292.0510864,1787845.563,76.57656097,890.46521,223.6225739,30.42198753,46,268,1306,9.6,9.561,-0.25,2.55,7.845,-3.262783051,22.3,31,28.43 N,123.24 E
1900-01-01 00:20:40,293.9972839,1787845.641,76.56093597,890.4193726,222.0523224,30.94708252,46,271,1324,9.5,9.561,0.06,2.51,7.945,-2.187129021,22.4,34,28.43 N,123.24 E
1900-01-01 00:20:50,293.5679932,1787846.156,76.52968597,890.5874634,222.0635376,30.90189362,46,270,1322,9.5,9.561,0.0,2.13,8.115,-2.187129021,22.5,34,28.43 N,123.24 E
1900-01-01 00:21:00,292.7436523,1787846.641,76.56093597,890.5194702,220.2736359,30.49413109,46,271,1329,9.6,9.561,0.0,2.3,8.01,-3.262783051,22.5,33,28.43 N,123.24 E
1900-01-01 00:21:10,293.8110657,1787847.297,76.52968597,890.6107788,218.6094208,30.60531998,46,274,1344,9.6,9.57,0.16,2.17,8.025,-3.262783051,21.9,31,28.43 N,123.24 E
1900-01-01 00:21:23,291.3340759,1787847.813,76.52187347,890.5800171,218.0644226,30.34729958,46,272,1336,9.6,9.57,0.03,2.3,8.08,-3.262783051,22.0,31,28.43 N,123.24 E
1900-01-01 00:21:33,293.8703308,1787848.078,76.54531097,890.5268555,220.127594,30.93371964,47,272,1335,9.5,9.57,-0.08,2.01,8.085,-0.01293477,22.4,33,28.43 N,123.24 E
1900-01-01 00:21:43,289.1543884,1787848.578,76.50624847,890.4696045,217.0828705,30.12024879,47,271,1332,9.6,9.57,0.31,2.07,8.095,-1.065702558,22.0,30,28.43 N,123.24 E
1900-01-01 00:21:55,294.011261,1787849.172,76.53749847,890.4379883,222.0628815,30.62617302,47,271,1324,9.6,9.57,0.21,1.98,8.17,-1.065702558,21.7,30,28.43 N,123.24 E
1900-01-01 00:22:05,293.1765137,1787849.734,76.49843597,890.6531982,223.1175842,30.53922081,46,270,1314,9.6,9.59,0.15,1.72,8.25,-3.262783051,21.7,34,28.44 N,123.24 E
1900-01-01 00:22:15,290.176178,1787849.813,76.46718597,890.7261353,224.9427795,30.22668457,46,266,1290,9.6,9.585,0.04,2.3,8.07,-3.262783051,21.9,33,28.44 N,123.24 E
1900-01-01 00:22:27,293.0307617,1787850.594,76.53749847,890.4464111,220.8219757,30.52403831,46,271,1327,9.6,9.612,0.16,2.18,8.06,-3.262783051,21.9,30,28.44 N,123.24 E
1900-01-01 00:22:37,298.7103271,1787850.844,76.53749847,890.4211426,231.1999512,31.11565971,46,266,1292,9.6,9.612,-0.28,1.74,8.12,-3.262783051,22.1,34,28.44 N,123.24 E
1900-01-01 00:22:47,296.1314087,1787851.422,76.54531097,890.5344849,223.6641998,30.8470211,47,271,1324,9.6,9.592,0.05,1.88,8.19,-1.065702558,22.4,34,28.44 N,123.24 E
1900-01-01 00:22:57,295.4022217,1787851.734,76.54531097,890.5897827,229.5277557,31.0949707,47,265,1287,9.5,9.612,0.23,1.99,8.185,-0.01293477,22.3,33,28.44 N,123.24 E
1900-01-01 00:23:09,290.8266296,1787852.516,76.56093597,890.4611816,221.3292389,30.29444122,47,269,1314,9.6,9.612,0.19,1.95,8.105,-1.065702558,22.4,34,28.44 N,123.24 E
1900-01-01 00:23:19,291.3629761,1787852.766,76.52187347,890.5733643,222.5843964,30.35030937,46,268,1309,9.6,9.604,-0.05,2.09,8.095,-3.262783051,21.8,34,28.44 N,123.24 E
1900-01-01 00:23:29,289.339447,1787853.094,76.49843597,890.7038574,219.5291748,30.13952637,46,268,1318,9.6,9.604,0.27,2.01,8.135,-3.262783051,20.9,31,28.44 N,123.24 E
1900-01-01 00:23:41,295.1262512,1787853.609,76.53749847,890.4542236,222.7367859,30.7423172,46,270,1325,9.6,9.604,0.07,2.23,8.105,-3.262783051,21.4,38,28.44 N,123.24 E
1900-01-01 00:23:51,288.5525208,1787854.188,76.52968597,890.7124634,220.7746887,30.05755424,47,268,1307,9.6,9.604,0.1,2.47,8.035,-1.065702558,21.2,31,28.44 N,123.24 E
1900-01-01 00:24:01,291.1809692,1787854.5,76.51406097,890.4898682,221.5989075,30.01865578,46,268,1314,9.7,9.608,0.12,1.88,8.12,-4.33843708,21.9,35,28.44 N,123.24 E
1900-01-01 00:24:13,289.8290405,1787855.031,76.49062347,890.5510254,219.0695648,29.879282,46,269,1323,9.7,9.61,0.09,2.07,8.105,-4.33843708,22.3,34,28.44 N,123.24 E
